"REF_DATE","GEO","DGUID","Components of population growth","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2006-01","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v29850352","3.1","60","","","","0"
"2006-04","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v29850352","3.1","135","","","","0"
"2006-07","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v29850352","3.1","200","","","","0"
"2006-10","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v29850352","3.1","170","","","","0"
"2007-01","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v29850352","3.1","149","","","","0"
"2007-04","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v29850352","3.1","219","","","","0"
"2007-07","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v29850352","3.1","420","","","","0"
"2007-10","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v29850352","3.1","204","","","","0"
"2008-01","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v29850352","3.1","333","","","","0"
"2008-04","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v29850352","3.1","325","","","","0"
"2008-07","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v29850352","3.1","605","","","","0"
"2008-10","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v29850352","3.1","191","","","","0"
"2009-01","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v29850352","3.1","328","","","","0"
"2009-04","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v29850352","3.1","599","","","","0"
"2009-07","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v29850352","3.1","518","","","","0"
"2009-10","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v29850352","3.1","314","","","","0"
"2010-01","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v29850352","3.1","388","","","","0"
"2010-04","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v29850352","3.1","572","","","","0"
"2010-07","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v29850352","3.1","1166","","","","0"
"2010-10","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v29850352","3.1","467","","","","0"
"2011-01","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v29850352","3.1","434","","","","0"
