Province,Centre,Total
,Gravenhurst (T),39
,Greater Napanee (T),56
,Greater Napanee (T),56
,Huntsville (T),63
,Huntsville (T),63
,Kincardine (MU),42
,Kincardine (MU),42
,Lambton Shores (MU),26
,Lambton Shores (MU),26
,Meaford (MU),12
,Meaford (MU),12
,Mississippi Mills (T),50
,Mississippi Mills (T),50
,North Grenville (MU),125
,North Grenville (MU),125
,North Perth (MU),75
,North Perth (MU),75
,Prince Edward County (CY),82
,Prince Edward County (CY),82
,Saugeen Shores (T),40
,Saugeen Shores (T),40
,Scugog (TP),19
,Scugog (TP),19
,The Nation / La Nation (M),47
,The Nation / La Nation (M),47
,Wasaga Beach (T),191
,Wasaga Beach (T),191
,West Nipissing (M),21
,West Nipissing (M),21
,West Grey (MU),9
,West Grey (MU),9
,Brockville,5
,Brockville,11
,Brockville,23
,Brockville,39
,Centre Wellington,162
,Centre Wellington,162
,Cobourg,85
,Cobourg,85
,Collingwood,123
,Collingwood,123
,Elliot Lake,--
,Elliot Lake,--
,Temiskaming Shores,8
,Temiskaming Shores,--
,Temiskaming Shores,1
,Temiskaming Shores,3
,Temiskaming Shores,--
,Temiskaming Shores,--
,Temiskaming Shores,12
,Hawkesbury,3
,Hawkesbury,3
,Ingersoll,43
,Ingersoll,43
,Kenora,25
,Kenora,25
,Leamington,18
,Leamington,59
,Leamington,77
,Midland,40
,Midland,14
,Midland,47
,Midland,101
,Orillia,27
,Orillia,80
,Orillia,107
,Owen Sound,20
,Owen Sound,2
,Owen Sound,22
,Pembroke,19
,Pembroke,18
,Pembroke,37
,Petawawa,34
,Petawawa,34
,Port Hope,58
,Port Hope,58
,Stratford,40
,Stratford,40
,Tillsonburg,30
,Tillsonburg,30
,Timmins,63
,Timmins,63
,Woodstock,150
,Woodstock,150
,Total,"72,054"
,Winnipeg,94
,Winnipeg,100
,Winnipeg,71
,Winnipeg,9
,Winnipeg,"3,600"
,Winnipeg,20
,Winnipeg,126
,Winnipeg,47
,Winnipeg,56
,Winnipeg,57
,Winnipeg,--
,Winnipeg,2
,Winnipeg,"4,182"
,Brandon,20
,Brandon,14
,Brandon,354
,Brandon,8
,Brandon,396
,Hanover (RM),69
,Hanover (RM),69
,St. Andrews (RM),34
,St. Andrews (RM),34
,Winkler (CY),57
,Winkler (CY),57
,Portage la Prairie,14
,Portage la Prairie,14
,Steinbach,93
,Steinbach,93
,Thompson,--
,Thompson,6
,Thompson,6
,Total,"4,851"
,Regina,2
,Regina,--
,Regina,5
,Regina,2
,Regina,"2,206"
,Regina,--
,Regina,30
,Regina,40
,Regina,35
,Regina,2
,Regina,--
,Regina,1
,Regina,--
,Regina,9
,Regina,8
,Regina,--
,Regina,3
,Regina,"2,343"
,Saskatoon,--
,Saskatoon,55
,Saskatoon,--
,Saskatoon,2
,Saskatoon,53
,Saskatoon,"2,156"
,Saskatoon,3
,Saskatoon,272
,Saskatoon,2
,Saskatoon,96
,Saskatoon,--
,Saskatoon,--
,Saskatoon,2
,Saskatoon,--
,Saskatoon,10
,Saskatoon,--
,Saskatoon,1
,Saskatoon,--
,Saskatoon,--
,Saskatoon,1
,Saskatoon,5
,Saskatoon,1
,Saskatoon,2
,Saskatoon,2
,Saskatoon,"2,663"
,Weyburn (CY),46
,Weyburn (CY),46
,Estevan,13
,Estevan,12
,Estevan,33
,Estevan,58
,Lloydminster,13
,Lloydminster,3
,Lloydminster,4
,Lloydminster,129
,Lloydminster,149
,Moose Jaw,6
,Moose Jaw,131
,Moose Jaw,137
,North Battleford,3
,North Battleford,26
,North Battleford,--
,North Battleford,19
,North Battleford,48
,Prince Albert,13
,Prince Albert,244
,Prince Albert,11
,Prince Albert,--
,Prince Albert,268
,Swift Current,5
,Swift Current,34
,Swift Current,39
,Yorkton,11
,Yorkton,89
,Yorkton,--
,Yorkton,--
,Yorkton,100
,Total,"5,851"
,Calgary,266
,Calgary,"11,459"
,Calgary,428
,Calgary,960
,Calgary,"1,403"
,Calgary,--
,Calgary,2
,Calgary,25
,Calgary,--
,Calgary,"14,543"
,Edmonton,8
,Edmonton,151
,Edmonton,180
,Edmonton,544
,Edmonton,8
,Edmonton,25
,Edmonton,2
,Edmonton,1
,Edmonton,--
,Edmonton,1
,Edmonton,3
,Edmonton,176
,Edmonton,--
,Edmonton,--
,Edmonton,--
,Edmonton,--
,Edmonton,--
,Edmonton,1
,Edmonton,4
,Edmonton,167
,Edmonton,867
,Edmonton,741
,Edmonton,492
,Edmonton,124
,Edmonton,"12,524"
,Edmonton,405
,Edmonton,7
,Edmonton,4
,Edmonton,2
,Edmonton,90
,Edmonton,3
,Edmonton,--
,Edmonton,"16,530"
,Grande Prairie,556
,Grande Prairie,556
,Lethbridge,21
,Lethbridge,503
,Lethbridge,28
,Lethbridge,4
,Lethbridge,--
,Lethbridge,6
,Lethbridge,62
,Lethbridge,624
,Medicine Hat,44
,Medicine Hat,199
,Medicine Hat,8
,Medicine Hat,251
,Red Deer,762
,Red Deer,762
,Wood Buffalo,621
,Wood Buffalo,--
,Wood Buffalo,621
,Bonnyville No. 87 (MD),78
,Bonnyville No. 87 (MD),78
,Clearwater County (MD),67
,Clearwater County (MD),67
,Foothills No. 31 (MD),151
,Foothills No. 31 (MD),151
,Grande Prairie County No. 1 (M,313
,Grande Prairie County No. 1 (M,313
,Lacombe County (MD),83
,Lacombe County (MD),83
,Lac Ste. Anne County (MD),87
,Lac Ste. Anne County (MD),87
,Mackenzie County (SM),166
,Mackenzie County (SM),166
,Mountain View County (MD),50
,Mountain View County (MD),50
,Red Deer County (MD),88
,Red Deer County (MD),88
,Wetaskiwin County No. 10 (MD),46
,Wetaskiwin County No. 10 (MD),46
,Yellowhead County (MD),68
,Yellowhead County (MD),68
,Brooks,37
,Brooks,44
,Brooks,1
,Brooks,--
,Brooks,--
,Brooks,82
,Camrose,107
,Camrose,107
,Canmore,143
,Canmore,143
,Cold Lake,390
,Cold Lake,390
,High River,92
,High River,92
,Lacombe,81
,Lacombe,81
,Lloydminster,166
,Lloydminster,166
,Okotoks,270
,Okotoks,270
,Strathmore,118
,Strathmore,118
,Sylvan Lake,2
,Sylvan Lake,211
,Sylvan Lake,3
,Sylvan Lake,216
,Wetaskiwin,15
,Wetaskiwin,15
,Total,"36,764"
,Abbotsford-Mission,490
,Abbotsford-Mission,123
,Abbotsford-Mission,--
,Abbotsford-Mission,613
,Kelowna,637
,Kelowna,12
,Kelowna,123
,Kelowna,41
,Kelowna,39
,Kelowna,153
,Kelowna,113
,Kelowna,"1,118"
,Vancouver,"1,019"
,Vancouver,78
,Vancouver,"3,068"
,Vancouver,216
,Vancouver,308
,Vancouver,"1,968"
,Vancouver,203
,Vancouver,"3,844"
,Vancouver,"2,674"
,Vancouver,314
,Vancouver,"1,128"
,Vancouver,--
,Vancouver,15
,Vancouver,239
,Vancouver,7
,Vancouver,607
,Vancouver,450
,Vancouver,283
,Vancouver,45
,Vancouver,3
,Vancouver,162
,Vancouver,702
,Vancouver,13
,Vancouver,"17,346"
,Victoria,32
,Victoria,48
,Victoria,66
,Victoria,238
,Victoria,42
,Victoria,320
,Victoria,57
,Victoria,123
,Victoria,5
,Victoria,628
,Victoria,56
,Victoria,7
,Victoria,117
,Victoria,21
,Victoria,5
,Victoria,"1,765"
,Chilliwack,443
,Chilliwack,5
,Chilliwack,52
,Chilliwack,20
,Chilliwack,53
,Chilliwack,573
,Courtenay,60
,Courtenay,221
,Courtenay,24
,Courtenay,19
,Courtenay,31
,Courtenay,--
,Courtenay,355
,Kamloops,5
,Kamloops,9
,Kamloops,447
,Kamloops,22
,Kamloops,11
,Kamloops,6
,Kamloops,28
,Kamloops,528
,Nanaimo,623
,Nanaimo,8
,Nanaimo,20
,Nanaimo,14
,Nanaimo,--
,Nanaimo,665
,Prince George,163
,Prince George,23
,Prince George,11
,Prince George,7
,Prince George,2
,Prince George,--
,Prince George,206
,Vernon,65
,Vernon,164
,Vernon,5
,Vernon,14
,Vernon,20
,Vernon,268
,Capital F (RDA),36
,Capital F (RDA),36
,Nelson (CY),17
,Nelson (CY),17
,Summerland (DM),31
,Summerland (DM),31
,Campbell River,91
,Campbell River,9
,Campbell River,100
,Cranbrook,49
,Cranbrook,25
,Cranbrook,74
,Dawson Creek,253
,Dawson Creek,253
,Duncan,111
,Duncan,14
,Duncan,34
,Duncan,28
,Duncan,--
,Duncan,187
,Fort St. John,8
,Fort St. John,290
,Fort St. John,22
,Fort St. John,320
,Parksville,73
,Parksville,87
,Parksville,41
,Parksville,201
,Penticton,144
,Penticton,30
,Penticton,4
,Penticton,27
,Penticton,205
,Port Alberni,27
,Port Alberni,3
,Port Alberni,4
,Port Alberni,4
,Port Alberni,6
,Port Alberni,44
,Powell River,12
,Powell River,--
,Powell River,--
,Powell River,12
,Prince Rupert,--
,Prince Rupert,10
,Prince Rupert,10
,Quesnel,15
,Quesnel,5
,Quesnel,6
,Quesnel,1
,Quesnel,27
,Salmon Arm,63
,Salmon Arm,63
,Squamish,99
,Squamish,99
,Terrace,51
,Terrace,7
,Terrace,58
,Williams Lake,18
,Williams Lake,5
,Williams Lake,8
,Williams Lake,31
,Total,"25,205"
,Total,"178,963"
,St. John's,185
,St. John's,60
,St. John's,17
,St. John's,20
,St. John's,51
,St. John's,24
,St. John's,4
,St. John's,205
,St. John's,431
,St. John's,60
,St. John's,5
,St. John's,6
,St. John's,19
,St. John's,"1,087"
,Gander (T),50
,Gander (T),50
,Bay Roberts,2
,Bay Roberts,--
,Bay Roberts,6
,Bay Roberts,29
,Bay Roberts,4
,Bay Roberts,41
,Corner Brook,1
,Corner Brook,2
,Corner Brook,21
,Corner Brook,29
,Corner Brook,4
,Corner Brook,--
,Corner Brook,2
,Corner Brook,10
,Corner Brook,1
,Corner Brook,70
,Grand Falls-Windsor,32
,Grand Falls-Windsor,32
,Total,"1,280"
,Charlottetown,4
,Charlottetown,--
,Charlottetown,13
,Charlottetown,--
,Charlottetown,--
,Charlottetown,--
,Charlottetown,2
,Charlottetown,--
,Charlottetown,9
,Charlottetown,--
,Charlottetown,22
,Charlottetown,4
,Charlottetown,2
,Charlottetown,1
,Charlottetown,2
,Charlottetown,177
,Charlottetown,76
,Charlottetown,65
,Charlottetown,377
,Summerside,--
,Summerside,2
,Summerside,3
,Summerside,70
,Summerside,75
,Total,452
,Halifax,"2,028"
,Halifax,"2,028"
,Cape Breton,180
,Cape Breton,180
,Chester (MD),25
,Chester (MD),25
,East Hants (MD),66
,East Hants (MD),66
,"Kings, Subd. A (SC)",70
,"Kings, Subd. A (SC)",70
,Lunenburg (MD),75
,Lunenburg (MD),75
,Queens (RGM),31
,Queens (RGM),31
,West Hants (MD),43
,West Hants (MD),43
,Yarmouth (MD),21
,Yarmouth (MD),21
,Kentville,54
,Kentville,72
,Kentville,34
,Kentville,160
,New Glasgow,9
,New Glasgow,16
,New Glasgow,12
,New Glasgow,21
,New Glasgow,5
,New Glasgow,5
,New Glasgow,68
,Truro,54
,Truro,11
,Truro,51
,Truro,116
,Total,"2,883"
,Moncton,3
,Moncton,1
,Moncton,22
,Moncton,132
,Moncton,--
,Moncton,1
,Moncton,--
,Moncton,12
,Moncton,81
,Moncton,574
,Moncton,8
,Moncton,166
,Moncton,2
,Moncton,"1,002"
,Saint John,--
,Saint John,--
,Saint John,1
,Saint John,151
,Saint John,--
,Saint John,1
,Saint John,--
,Saint John,4
,Saint John,13
,Saint John,9
,Saint John,--
,Saint John,--
,Saint John,--
,Saint John,13
,Saint John,--
,Saint John,62
,Saint John,58
,Saint John,312
,Fredericton,1
,Fredericton,44
,Fredericton,1
,Fredericton,11
,Fredericton,10
,Fredericton,8
,Fredericton,7
,Fredericton,14
,Fredericton,15
,Fredericton,13
,Fredericton,377
,Fredericton,501
,Bathurst,3
,Bathurst,2
,Bathurst,19
,Bathurst,18
,Bathurst,--
,Bathurst,2
,Bathurst,5
,Bathurst,2
,Bathurst,51
,Campbellton,9
,Campbellton,5
,Campbellton,1
,Campbellton,6
,Campbellton,--
,Campbellton,21
,Edmundston,--
,Edmundston,--
,Edmundston,4
,Edmundston,3
,Edmundston,28
,Edmundston,--
,Edmundston,--
,Edmundston,35
,Miramichi,2
,Miramichi,1
,Miramichi,--
,Miramichi,2
,Miramichi,4
,Miramichi,1
,Miramichi,4
,Miramichi,14
,Miramichi,28
,Total,"1,950"
,Saguenay,360
,Saguenay,6
,Saguenay,--
,Saguenay,11
,Saguenay,46
,Saguenay,10
,Saguenay,--
,Saguenay,5
,Saguenay,438
,Montréal,27
,Montréal,38
,Montréal,6
,Montréal,362
,Montréal,213
,Montréal,36
,Montréal,6
,Montréal,18
,Montréal,27
,Montréal,98
,Montréal,39
,Montréal,524
,Montréal,--
,Montréal,139
,Montréal,54
,Montréal,"1,024"
,Montréal,71
,Montréal,169
,Montréal,50
,Montréal,4
,Montréal,72
,Montréal,211
,Montréal,2
,Montréal,99
,Montréal,16
,Montréal,11
,Montréal,"1,261"
,Montréal,326
,Montréal,"1,440"
,Montréal,--
,Montréal,"6,600"
,Montréal,49
,Montréal,31
,Montréal,27
,Montréal,7
,Montréal,64
,Montréal,6
,Montréal,--
,Montréal,122
,Montréal,1
,Montréal,22
,Montréal,5
,Montréal,--
,Montréal,3
,Montréal,38
,Montréal,14
,Montréal,141
,Montréal,188
,Montréal,31
,Montréal,--
,Montréal,45
,Montréal,253
,Montréal,7
,Montréal,79
,Montréal,498
,Montréal,3
,Montréal,136
,Montréal,71
,Montréal,48
,Montréal,19
,Montréal,41
,Montréal,30
,Montréal,23
,Montréal,60
,Montréal,21
,Montréal,--
,Montréal,402
,Montréal,2
,Montréal,2
,Montréal,17
,Montréal,132
,Montréal,170
,Montréal,30
,Montréal,172
,Montréal,17
,Montréal,33
,Montréal,10
,Montréal,2
,Montréal,53
,Montréal,310
,Montréal,688
,Montréal,21
,Montréal,102
,Montréal,17
,Montréal,41
,Montréal,942
,Montréal,112
,Montréal,718
,Montréal,28
,Montréal,"19,047"
,Gatineau,4
,Gatineau,--
,Gatineau,2
,Gatineau,"1,253"
,Gatineau,34
,Gatineau,7
,Gatineau,81
,Gatineau,48
,Gatineau,26
,Gatineau,11
,Gatineau,53
,Gatineau,--
,Gatineau,"1,519"
,Québec,21
,Québec,--
,Québec,1
,Québec,3
,Québec,1
,Québec,6
,Québec,1
,Québec,1
,Québec,17
,Québec,19
,Québec,61
,Québec,41
,Québec,30
,Québec,4
,Québec,69
,Québec,17
,Québec,8
,Québec,123
,Québec,44
,Québec,50
,Québec,--
,Québec,"2,931"
,Québec,47
,Québec,424
,Québec,957
,Québec,16
,Québec,23
,Québec,"4,915"
,Sherbrooke,16
,Sherbrooke,12
,Sherbrooke,31
,Sherbrooke,6
,Sherbrooke,746
,Sherbrooke,10
,Sherbrooke,7
,Sherbrooke,1
,Sherbrooke,17
,Sherbrooke,62
,Sherbrooke,47
,Sherbrooke,955
,Trois-Rivières,461
,Trois-Rivières,10
,Trois-Rivières,--
,Trois-Rivières,17
,Trois-Rivières,62
,Trois-Rivières,5
,Trois-Rivières,555
,Drummondville,6
,Drummondville,5
,Drummondville,3
,Drummondville,364
,Drummondville,22
,Drummondville,11
,Drummondville,--
,Drummondville,1
,Drummondville,412
,Granby,138
,Granby,6
,Granby,400
,Granby,1
,Granby,545
,Rimouski,3
,Rimouski,--
,Rimouski,183
,Rimouski,186
,Saint-Hyacinthe,210
,Saint-Hyacinthe,4
,Saint-Hyacinthe,2
,Saint-Hyacinthe,216
,Saint-Jean-sur-Richelieu,273
,Saint-Jean-sur-Richelieu,273
,Shawinigan,4
,Shawinigan,91
,Shawinigan,33
,Shawinigan,128
,Gaspé (V),108
,Gaspé (V),108
,La Tuque (V),9
,La Tuque (V),9
,Les Îles-de-la-Madeleine (MÉ),25
,Les Îles-de-la-Madeleine (MÉ),25
,Marieville (V),35
,Marieville (V),35
,Montmagny (V),42
,Montmagny (V),42
,Mont-Laurier (V),44
,Mont-Laurier (V),44
,Prévost (V),73
,Prévost (V),73
,Rawdon (MÉ),43
,Rawdon (MÉ),43
,Roberval (V),63
,Roberval (V),63
,Sainte-Adèle (V),57
,Sainte-Adèle (V),57
,Sainte-Agathe-des-Monts (V),169
,Sainte-Agathe-des-Monts (V),169
,Sainte-Sophie (MÉ),154
,Sainte-Sophie (MÉ),154
,Saint-Félicien (V),30
,Saint-Félicien (V),30
,Saint-Lin-Laurentides (V),250
,Saint-Lin-Laurentides (V),250
,Sainte-Marie (V),51
,Sainte-Marie (V),51
,Alma,88
,Alma,11
,Alma,99
,Amos,--
,Amos,46
,Amos,--
,Amos,--
,Amos,2
,Amos,1
,Amos,49
,Baie-Comeau,--
,Baie-Comeau,23
,Baie-Comeau,--
,Baie-Comeau,--
,Baie-Comeau,--
,Baie-Comeau,--
,Baie-Comeau,23
,Campbellton,--
,Campbellton,--
,Cowansville,139
,Cowansville,139
,Dolbeau-Mistassini,1
,Dolbeau-Mistassini,32
,Dolbeau-Mistassini,3
,Dolbeau-Mistassini,36
,Hawkesbury,1
,Hawkesbury,1
,Joliette,40
,Joliette,38
,Joliette,50
,Joliette,77
,Joliette,205
,Lachute,47
,Lachute,47
,Matane,2
,Matane,1
,Matane,87
,Matane,1
,Matane,91
,Rivière-du-Loup,15
,Rivière-du-Loup,3
,Rivière-du-Loup,2
,Rivière-du-Loup,80
,Rivière-du-Loup,10
,Rivière-du-Loup,110
,Rouyn-Noranda,152
,Rouyn-Noranda,7
,Rouyn-Noranda,159
,Saint-Georges,188
,Saint-Georges,2
,Saint-Georges,12
,Saint-Georges,81
,Saint-Georges,--
,Saint-Georges,283
,Sept-Îles,11
,Sept-Îles,11
,Sorel-Tracy,14
,Sorel-Tracy,--
,Sorel-Tracy,158
,Sorel-Tracy,4
,Sorel-Tracy,118
,Sorel-Tracy,294
,Thetford Mines,6
,Thetford Mines,157
,Thetford Mines,--
,Thetford Mines,163
,Val d'Or,115
,Val d'Or,115
,Salaberry-de-Valleyfield,186
,Salaberry-de-Valleyfield,186
,Victoriaville,25
,Victoriaville,232
,Victoriaville,257
,Total,"32,610"
,Barrie,257
,Barrie,312
,Barrie,388
,Barrie,957
,Brantford,149
,Brantford,253
,Brantford,402
,Guelph,33
,Guelph,793
,Guelph,90
,Guelph,916
,Hamilton,271
,Hamilton,"1,767"
,Hamilton,37
,Hamilton,"2,075"
,Kingston,4
,Kingston,500
,Kingston,52
,Kingston,73
,Kingston,629
,Kitchener-Cambridge-Waterloo,19
,Kitchener-Cambridge-Waterloo,491
,Kitchener-Cambridge-Waterloo,"2,126"
,Kitchener-Cambridge-Waterloo,"1,887"
,Kitchener-Cambridge-Waterloo,82
,Kitchener-Cambridge-Waterloo,"4,605"
,London,36
,London,173
,London,6
,London,127
,London,60
,London,84
,London,"2,416"
,London,10
,London,"2,912"
,St. Catharines-Niagara,96
,St. Catharines-Niagara,13
,St. Catharines-Niagara,15
,St. Catharines-Niagara,114
,St. Catharines-Niagara,172
,St. Catharines-Niagara,89
,St. Catharines-Niagara,505
,St. Catharines-Niagara,262
,St. Catharines-Niagara,313
,St. Catharines-Niagara,98
,St. Catharines-Niagara,"1,677"
,Oshawa,327
,Oshawa,928
,Oshawa,648
,Oshawa,"1,903"
,Ottawa,114
,Ottawa,130
,Ottawa,"4,785"
,Ottawa,"5,029"
,Peterborough,36
,Peterborough,9
,Peterborough,221
,Peterborough,51
,Peterborough,13
,Peterborough,330
,Greater Sudbury/Grand Sudbury,359
,Greater Sudbury/Grand Sudbury,359
,Thunder Bay,4
,Thunder Bay,195
,Thunder Bay,26
,Thunder Bay,3
,Thunder Bay,5
,Thunder Bay,4
,Thunder Bay,11
,Thunder Bay,248
,Toronto,183
,Toronto,218
,Toronto,66
,Toronto,"2,122"
,Toronto,"1,645"
,Toronto,"1,534"
,Toronto,384
,Toronto,790
,Toronto,391
,Toronto,334
,Toronto,189
,Toronto,349
,Toronto,"16,027"
,Toronto,737
,Toronto,"4,442"
,Toronto,655
,Toronto,118
,Toronto,71
,Toronto,"1,791"
,Toronto,"1,056"
,Toronto,291
,Toronto,646
,Toronto,574
,Toronto,"34,613"
,Windsor,109
,Windsor,223
,Windsor,427
,Windsor,62
,Windsor,253
,Windsor,"1,074"
,Belleville,234
,Belleville,200
,Belleville,434
,Chatham-Kent,113
,Chatham-Kent,113
,Cornwall,52
,Cornwall,161
,Cornwall,213
,Kawartha Lakes,255
,Kawartha Lakes,255
,Norfolk,355
,Norfolk,355
,North Bay,1
,North Bay,13
,North Bay,36
,North Bay,11
,North Bay,61
,Sarnia,36
,Sarnia,166
,Sarnia,4
,Sarnia,206
,Sault Ste. Marie,4
,Sault Ste. Marie,8
,Sault Ste. Marie,79
,Sault Ste. Marie,2
,Sault Ste. Marie,93
,Bracebridge (T),55
,Bracebridge (T),55
,Brighton (MU),70
,Brighton (MU),70
,Brock (TP),12
,Brock (TP),12
,Trent Hills (MU),68
,Trent Hills (MU),68
,Erin (T),37
,Erin (T),37
,Essex (T),34
,Essex (T),34
,Haldimand County (CY),111
,Haldimand County (CY),111
,Gravenhurst (T),46
,Gravenhurst (T),46
,Greater Napanee (T),39
,Greater Napanee (T),39
,Huntsville (T),92
,Huntsville (T),92
,Kincardine (MU),80
,Kincardine (MU),80
,Lambton Shores (MU),40
,Lambton Shores (MU),40
,Meaford (MU),50
,Meaford (MU),50
,Mississippi Mills (T),186
,Mississippi Mills (T),186
,North Grenville (MU),119
,North Grenville (MU),119
,North Perth (MU),109
,North Perth (MU),109
,Prince Edward County (CY),89
,Prince Edward County (CY),89
,Saugeen Shores (T),124
,Saugeen Shores (T),124
,Scugog (TP),23
,Scugog (TP),23
,The Nation / La Nation (M),38
,The Nation / La Nation (M),38
,Wasaga Beach (T),197
,Wasaga Beach (T),197
,West Nipissing (M),36
,West Nipissing (M),36
,West Grey (MU),--
,West Grey (MU),--
,Brockville,20
,Brockville,14
,Brockville,27
,Brockville,61
,Centre Wellington,348
,Centre Wellington,348
,Cobourg,106
,Cobourg,106
,Collingwood,152
,Collingwood,152
,Elliot Lake,1
,Elliot Lake,1
,Temiskaming Shores,6
,Temiskaming Shores,--
,Temiskaming Shores,5
,Temiskaming Shores,13
,Temiskaming Shores,2
,Temiskaming Shores,2
,Temiskaming Shores,28
,Hawkesbury,5
,Hawkesbury,5
,Ingersoll,110
,Ingersoll,110
,Kenora,47
,Kenora,47
,Leamington,36
,Leamington,142
,Leamington,178
,Midland,53
,Midland,26
,Midland,121
,Midland,200
,Orillia,42
,Orillia,117
,Orillia,159
,Owen Sound,45
,Owen Sound,--
,Owen Sound,45
,Pembroke,12
,Pembroke,20
,Pembroke,32
,Petawawa,82
,Petawawa,82
,Port Hope,56
,Port Hope,56
,Stratford,143
,Stratford,143
,Tillsonburg,117
,Tillsonburg,117
,Timmins,23
,Timmins,23
,Woodstock,295
,Woodstock,295
,Total,"63,302"
,Winnipeg,41
,Winnipeg,42
,Winnipeg,60
,Winnipeg,1
,Winnipeg,"4,138"
,Winnipeg,58
,Winnipeg,100
,Winnipeg,44
,Winnipeg,40
,Winnipeg,67
,Winnipeg,--
,Winnipeg,3
,Winnipeg,"4,594"
,Brandon,10
,Brandon,5
,Brandon,283
,Brandon,6
,Brandon,304
,Hanover (RM),44
,Hanover (RM),44
,St. Andrews (RM),24
,St. Andrews (RM),24
,Winkler (CY),171
,Winkler (CY),171
,Portage la Prairie,45
,Portage la Prairie,45
,Steinbach,36
,Steinbach,36
,Thompson,--
,Thompson,--
,Thompson,--
,Total,"5,218"
,Regina,3
,Regina,--
,Regina,2
,Regina,5
,Regina,"1,576"
,Regina,3
,Regina,13
,Regina,51
,Regina,73
,Regina,5
,Regina,1
,Regina,26
,Regina,--
,Regina,6
,Regina,24
,Regina,--
,Regina,8
,Regina,"1,796"
,Saskatoon,1
,Saskatoon,36
,Saskatoon,12
,Saskatoon,3
,Saskatoon,73
,Saskatoon,"2,510"
,Saskatoon,9
,Saskatoon,142
,Saskatoon,9
,Saskatoon,104
,Saskatoon,--
,Saskatoon,1
,Saskatoon,8
,Saskatoon,9
,Saskatoon,1
,Saskatoon,2
,Saskatoon,--
,Saskatoon,--
,Saskatoon,6
,Saskatoon,13
,Saskatoon,11
,Saskatoon,2
,Saskatoon,2
,Saskatoon,"2,954"
,Weyburn (CY),19
,Weyburn (CY),19
,Estevan,1
,Estevan,10
,Estevan,26
,Estevan,37
,Lloydminster,10
,Lloydminster,--
,Lloydminster,--
,Lloydminster,22
,Lloydminster,32
,Moose Jaw,3
,Moose Jaw,120
,Moose Jaw,123
,North Battleford,1
,North Battleford,9
,North Battleford,--
,North Battleford,15
,North Battleford,25
,Prince Albert,13
,Prince Albert,152
,Prince Albert,5
,Prince Albert,--
,Prince Albert,170
,Swift Current,4
,Swift Current,130
,Swift Current,134
,Yorkton,1
,Yorkton,14
,Yorkton,1
,Yorkton,--
,Yorkton,16
,Total,"5,306"
,Calgary,192
,Calgary,"10,765"
,Calgary,160
,Calgary,630
,Calgary,"1,452"
,Calgary,2
,Calgary,3
,Calgary,35
,Calgary,--
,Calgary,"13,239"
,Edmonton,7
,Edmonton,128
,Edmonton,364
,Edmonton,555
,Edmonton,6
,Edmonton,19
,Edmonton,--
,Edmonton,8
,Edmonton,--
,Edmonton,2
,Edmonton,1
,Edmonton,141
,Edmonton,1
,Edmonton,--
,Edmonton,--
,Edmonton,--
,Edmonton,1
,Edmonton,1
,Edmonton,9
,Edmonton,238
,Edmonton,603
,Edmonton,550
,Edmonton,405
,Edmonton,110
,Edmonton,"11,339"
,Edmonton,528
,Edmonton,2
,Edmonton,2
,Edmonton,1
,Edmonton,95
,Edmonton,7
,Edmonton,--
,Edmonton,"15,123"
,Grande Prairie,408
,Grande Prairie,408
,Lethbridge,33
,Lethbridge,760
,Lethbridge,34
,Lethbridge,12
,Lethbridge,--
,Lethbridge,6
,Lethbridge,62
,Lethbridge,907
,Medicine Hat,47
,Medicine Hat,132
,Medicine Hat,9
,Medicine Hat,188
,Red Deer,419
,Red Deer,419
,Wood Buffalo,144
,Wood Buffalo,--
,Wood Buffalo,144
,Bonnyville No. 87 (MD),52
,Bonnyville No. 87 (MD),52
,Clearwater County (MD),62
,Clearwater County (MD),62
,Foothills No. 31 (MD),106
,Foothills No. 31 (MD),106
,Grande Prairie County No. 1 (M,177
,Grande Prairie County No. 1 (M,177
,Lacombe County (MD),49
,Lacombe County (MD),49
,Lac Ste. Anne County (MD),94
,Lac Ste. Anne County (MD),94
,Mackenzie County (SM),92
,Mackenzie County (SM),92
,Mountain View County (MD),58
,Mountain View County (MD),58
,Red Deer County (MD),84
,Red Deer County (MD),84
,Wetaskiwin County No. 10 (MD),52
,Wetaskiwin County No. 10 (MD),52
,Yellowhead County (MD),59
,Yellowhead County (MD),59
,Brooks,35
,Brooks,7
,Brooks,1
,Brooks,1
,Brooks,2
,Brooks,46
,Camrose,90
,Camrose,90
,Canmore,100
,Canmore,100
,Cold Lake,33
,Cold Lake,33
,High River,52
,High River,52
,Lacombe,117
,Lacombe,117
,Lloydminster,60
,Lloydminster,60
,Okotoks,135
,Okotoks,135
,Strathmore,93
,Strathmore,93
,Sylvan Lake,2
,Sylvan Lake,190
,Sylvan Lake,2
,Sylvan Lake,194
,Wetaskiwin,24
,Wetaskiwin,24
,Total,"32,257"
,Abbotsford-Mission,742
,Abbotsford-Mission,122
,Abbotsford-Mission,--
,Abbotsford-Mission,864
,Kelowna,"1,247"
,Kelowna,17
,Kelowna,193
,Kelowna,25
,Kelowna,36
,Kelowna,147
,Kelowna,118
,Kelowna,"1,783"
,Vancouver,"1,201"
,Vancouver,5
,Vancouver,"3,262"
,Vancouver,101
,Vancouver,465
,Vancouver,"2,623"
,Vancouver,254
,Vancouver,"4,947"
,Vancouver,"1,414"
,Vancouver,608
