Province,Centre,Total
B.C./C.-B.,Williams Lake,78
B.C./C.-B.,Total,"24,793"
"Canada (10,000+)",Total,"168,282"
Nfld.Lab./T.-N.-L.,St. John's,211
Nfld.Lab./T.-N.-L.,St. John's,79
Nfld.Lab./T.-N.-L.,St. John's,20
Nfld.Lab./T.-N.-L.,St. John's,25
Nfld.Lab./T.-N.-L.,St. John's,44
Nfld.Lab./T.-N.-L.,St. John's,20
Nfld.Lab./T.-N.-L.,St. John's,6
Nfld.Lab./T.-N.-L.,St. John's,390
Nfld.Lab./T.-N.-L.,St. John's,658
Nfld.Lab./T.-N.-L.,St. John's,71
Nfld.Lab./T.-N.-L.,St. John's,3
Nfld.Lab./T.-N.-L.,St. John's,18
Nfld.Lab./T.-N.-L.,St. John's,28
Nfld.Lab./T.-N.-L.,St. John's,"1,573"
Nfld.Lab./T.-N.-L.,Gander (T),67
Nfld.Lab./T.-N.-L.,Gander (T),67
Nfld.Lab./T.-N.-L.,Bay Roberts,3
Nfld.Lab./T.-N.-L.,Bay Roberts,--
Nfld.Lab./T.-N.-L.,Bay Roberts,11
Nfld.Lab./T.-N.-L.,Bay Roberts,35
Nfld.Lab./T.-N.-L.,Bay Roberts,11
Nfld.Lab./T.-N.-L.,Bay Roberts,60
Nfld.Lab./T.-N.-L.,Corner Brook,--
Nfld.Lab./T.-N.-L.,Corner Brook,1
Nfld.Lab./T.-N.-L.,Corner Brook,22
Nfld.Lab./T.-N.-L.,Corner Brook,17
Nfld.Lab./T.-N.-L.,Corner Brook,6
Nfld.Lab./T.-N.-L.,Corner Brook,--
Nfld.Lab./T.-N.-L.,Corner Brook,1
Nfld.Lab./T.-N.-L.,Corner Brook,5
Nfld.Lab./T.-N.-L.,Corner Brook,3
Nfld.Lab./T.-N.-L.,Corner Brook,55
Nfld.Lab./T.-N.-L.,Grand Falls-Windsor,55
Nfld.Lab./T.-N.-L.,Grand Falls-Windsor,55
Nfld.Lab./T.-N.-L.,Total,"1,810"
P.E.I./Î.-P.-É.,Charlottetown,6
P.E.I./Î.-P.-É.,Charlottetown,2
P.E.I./Î.-P.-É.,Charlottetown,5
P.E.I./Î.-P.-É.,Charlottetown,4
P.E.I./Î.-P.-É.,Charlottetown,5
P.E.I./Î.-P.-É.,Charlottetown,6
P.E.I./Î.-P.-É.,Charlottetown,--
P.E.I./Î.-P.-É.,Charlottetown,--
P.E.I./Î.-P.-É.,Charlottetown,7
P.E.I./Î.-P.-É.,Charlottetown,1
P.E.I./Î.-P.-É.,Charlottetown,18
P.E.I./Î.-P.-É.,Charlottetown,--
P.E.I./Î.-P.-É.,Charlottetown,2
P.E.I./Î.-P.-É.,Charlottetown,1
P.E.I./Î.-P.-É.,Charlottetown,--
P.E.I./Î.-P.-É.,Charlottetown,241
P.E.I./Î.-P.-É.,Charlottetown,67
P.E.I./Î.-P.-É.,Charlottetown,20
P.E.I./Î.-P.-É.,Charlottetown,385
P.E.I./Î.-P.-É.,Summerside,1
P.E.I./Î.-P.-É.,Summerside,--
P.E.I./Î.-P.-É.,Summerside,9
P.E.I./Î.-P.-É.,Summerside,52
P.E.I./Î.-P.-É.,Summerside,62
P.E.I./Î.-P.-É.,Total,447
N.S./N.-É.,Halifax,"1,850"
N.S./N.-É.,Halifax,"1,850"
N.S./N.-É.,Cape Breton,155
N.S./N.-É.,Cape Breton,155
N.S./N.-É.,Chester (MD),37
N.S./N.-É.,Chester (MD),37
N.S./N.-É.,East Hants (MD),146
N.S./N.-É.,East Hants (MD),146
N.S./N.-É.,"Kings, Subd. A (SC)",73
N.S./N.-É.,"Kings, Subd. A (SC)",73
N.S./N.-É.,Lunenburg (MD),66
N.S./N.-É.,Lunenburg (MD),66
N.S./N.-É.,Queens (RGM),20
N.S./N.-É.,Queens (RGM),20
N.S./N.-É.,West Hants (MD),54
N.S./N.-É.,West Hants (MD),54
N.S./N.-É.,Yarmouth (MD),12
N.S./N.-É.,Yarmouth (MD),12
N.S./N.-É.,Kentville,21
N.S./N.-É.,Kentville,37
N.S./N.-É.,Kentville,26
N.S./N.-É.,Kentville,84
N.S./N.-É.,New Glasgow,1
N.S./N.-É.,New Glasgow,12
N.S./N.-É.,New Glasgow,6
N.S./N.-É.,New Glasgow,2
N.S./N.-É.,New Glasgow,27
N.S./N.-É.,New Glasgow,4
N.S./N.-É.,New Glasgow,52
N.S./N.-É.,Truro,40
N.S./N.-É.,Truro,24
N.S./N.-É.,Truro,52
N.S./N.-É.,Truro,116
N.S./N.-É.,Total,"2,665"
N.B./N.-B.,Moncton,1
N.B./N.-B.,Moncton,5
N.B./N.-B.,Moncton,16
N.B./N.-B.,Moncton,175
N.B./N.-B.,Moncton,1
N.B./N.-B.,Moncton,1
N.B./N.-B.,Moncton,1
N.B./N.-B.,Moncton,8
N.B./N.-B.,Moncton,65
N.B./N.-B.,Moncton,407
N.B./N.-B.,Moncton,7
N.B./N.-B.,Moncton,158
N.B./N.-B.,Moncton,2
N.B./N.-B.,Moncton,847
N.B./N.-B.,Saint John,--
N.B./N.-B.,Saint John,--
N.B./N.-B.,Saint John,1
N.B./N.-B.,Saint John,184
N.B./N.-B.,Saint John,--
N.B./N.-B.,Saint John,--
N.B./N.-B.,Saint John,--
N.B./N.-B.,Saint John,1
N.B./N.-B.,Saint John,9
N.B./N.-B.,Saint John,18
N.B./N.-B.,Saint John,1
N.B./N.-B.,Saint John,--
N.B./N.-B.,Saint John,--
N.B./N.-B.,Saint John,8
N.B./N.-B.,Saint John,--
N.B./N.-B.,Saint John,60
N.B./N.-B.,Saint John,58
N.B./N.-B.,Saint John,340
N.B./N.-B.,Fredericton,2
N.B./N.-B.,Fredericton,68
N.B./N.-B.,Fredericton,13
N.B./N.-B.,Fredericton,15
N.B./N.-B.,Fredericton,5
N.B./N.-B.,Fredericton,26
N.B./N.-B.,Fredericton,20
N.B./N.-B.,Fredericton,30
N.B./N.-B.,Fredericton,21
N.B./N.-B.,Fredericton,314
N.B./N.-B.,Fredericton,514
N.B./N.-B.,Bathurst,2
N.B./N.-B.,Bathurst,10
N.B./N.-B.,Bathurst,15
N.B./N.-B.,Bathurst,16
N.B./N.-B.,Bathurst,5
N.B./N.-B.,Bathurst,4
N.B./N.-B.,Bathurst,12
N.B./N.-B.,Bathurst,3
N.B./N.-B.,Bathurst,67
N.B./N.-B.,Campbellton,5
N.B./N.-B.,Campbellton,7
N.B./N.-B.,Campbellton,1
N.B./N.-B.,Campbellton,5
N.B./N.-B.,Campbellton,1
N.B./N.-B.,Campbellton,19
N.B./N.-B.,Edmundston,1
N.B./N.-B.,Edmundston,4
N.B./N.-B.,Edmundston,5
N.B./N.-B.,Edmundston,4
N.B./N.-B.,Edmundston,26
N.B./N.-B.,Edmundston,2
N.B./N.-B.,Edmundston,--
N.B./N.-B.,Edmundston,42
N.B./N.-B.,Miramichi,1
N.B./N.-B.,Miramichi,--
N.B./N.-B.,Miramichi,--
N.B./N.-B.,Miramichi,2
N.B./N.-B.,Miramichi,1
N.B./N.-B.,Miramichi,2
N.B./N.-B.,Miramichi,1
N.B./N.-B.,Miramichi,73
N.B./N.-B.,Miramichi,80
N.B./N.-B.,Total,"1,909"
Que/Qc,Saguenay,766
Que/Qc,Saguenay,1
Que/Qc,Saguenay,--
Que/Qc,Saguenay,12
Que/Qc,Saguenay,81
Que/Qc,Saguenay,16
Que/Qc,Saguenay,--
Que/Qc,Saguenay,16
Que/Qc,Saguenay,892
Que/Qc,Montréal,51
Que/Qc,Montréal,2
Que/Qc,Montréal,9
Que/Qc,Montréal,206
Que/Qc,Montréal,222
Que/Qc,Montréal,27
Que/Qc,Montréal,13
Que/Qc,Montréal,8
Que/Qc,Montréal,117
Que/Qc,Montréal,305
Que/Qc,Montréal,35
Que/Qc,Montréal,948
Que/Qc,Montréal,140
Que/Qc,Montréal,171
Que/Qc,Montréal,36
Que/Qc,Montréal,"1,235"
Que/Qc,Montréal,64
Que/Qc,Montréal,109
Que/Qc,Montréal,77
Que/Qc,Montréal,4
Que/Qc,Montréal,33
Que/Qc,Montréal,131
Que/Qc,Montréal,7
Que/Qc,Montréal,158
Que/Qc,Montréal,19
Que/Qc,Montréal,6
Que/Qc,Montréal,479
Que/Qc,Montréal,387
Que/Qc,Montréal,"1,842"
Que/Qc,Montréal,--
Que/Qc,Montréal,"6,850"
Que/Qc,Montréal,2
Que/Qc,Montréal,--
Que/Qc,Montréal,27
Que/Qc,Montréal,6
Que/Qc,Montréal,90
Que/Qc,Montréal,181
Que/Qc,Montréal,--
Que/Qc,Montréal,56
Que/Qc,Montréal,3
Que/Qc,Montréal,12
Que/Qc,Montréal,1
Que/Qc,Montréal,--
Que/Qc,Montréal,1
Que/Qc,Montréal,44
Que/Qc,Montréal,6
Que/Qc,Montréal,102
Que/Qc,Montréal,104
Que/Qc,Montréal,26
Que/Qc,Montréal,3
Que/Qc,Montréal,135
Que/Qc,Montréal,276
Que/Qc,Montréal,6
Que/Qc,Montréal,68
Que/Qc,Montréal,212
Que/Qc,Montréal,6
Que/Qc,Montréal,176
Que/Qc,Montréal,98
Que/Qc,Montréal,85
Que/Qc,Montréal,20
Que/Qc,Montréal,29
Que/Qc,Montréal,37
Que/Qc,Montréal,19
Que/Qc,Montréal,26
Que/Qc,Montréal,66
Que/Qc,Montréal,2
Que/Qc,Montréal,316
Que/Qc,Montréal,4
Que/Qc,Montréal,--
Que/Qc,Montréal,18
Que/Qc,Montréal,49
Que/Qc,Montréal,83
Que/Qc,Montréal,96
Que/Qc,Montréal,163
Que/Qc,Montréal,9
Que/Qc,Montréal,32
Que/Qc,Montréal,9
Que/Qc,Montréal,5
Que/Qc,Montréal,93
Que/Qc,Montréal,75
Que/Qc,Montréal,345
Que/Qc,Montréal,13
Que/Qc,Montréal,11
Que/Qc,Montréal,36
Que/Qc,Montréal,86
Que/Qc,Montréal,972
Que/Qc,Montréal,226
Que/Qc,Montréal,700
Que/Qc,Montréal,28
Que/Qc,Montréal,"18,985"
Que/Qc,Gatineau,3
Que/Qc,Gatineau,4
Que/Qc,Gatineau,4
Que/Qc,Gatineau,"1,879"
Que/Qc,Gatineau,42
Que/Qc,Gatineau,2
Que/Qc,Gatineau,109
Que/Qc,Gatineau,86
Que/Qc,Gatineau,22
Que/Qc,Gatineau,17
Que/Qc,Gatineau,34
Que/Qc,Gatineau,3
Que/Qc,Gatineau,"2,205"
Que/Qc,Québec,35
Que/Qc,Québec,6
Que/Qc,Québec,2
Que/Qc,Québec,3
Que/Qc,Québec,1
Que/Qc,Québec,4
Que/Qc,Québec,1
Que/Qc,Québec,2
Que/Qc,Québec,10
Que/Qc,Québec,24
Que/Qc,Québec,121
Que/Qc,Québec,103
Que/Qc,Québec,20
Que/Qc,Québec,5
Que/Qc,Québec,64
Que/Qc,Québec,26
Que/Qc,Québec,2
Que/Qc,Québec,122
Que/Qc,Québec,31
Que/Qc,Québec,91
Que/Qc,Québec,--
Que/Qc,Québec,"2,666"
Que/Qc,Québec,75
Que/Qc,Québec,300
Que/Qc,Québec,702
Que/Qc,Québec,14
Que/Qc,Québec,21
Que/Qc,Québec,"4,451"
Que/Qc,Sherbrooke,16
Que/Qc,Sherbrooke,10
Que/Qc,Sherbrooke,38
Que/Qc,Sherbrooke,14
Que/Qc,Sherbrooke,806
Que/Qc,Sherbrooke,21
Que/Qc,Sherbrooke,11
Que/Qc,Sherbrooke,2
Que/Qc,Sherbrooke,10
Que/Qc,Sherbrooke,151
Que/Qc,Sherbrooke,46
Que/Qc,Sherbrooke,"1,125"
Que/Qc,Trois-Rivières,751
Que/Qc,Trois-Rivières,12
Que/Qc,Trois-Rivières,4
Que/Qc,Trois-Rivières,34
Que/Qc,Trois-Rivières,48
Que/Qc,Trois-Rivières,12
Que/Qc,Trois-Rivières,861
Que/Qc,Drummondville,7
Que/Qc,Drummondville,6
Que/Qc,Drummondville,22
Que/Qc,Drummondville,452
Que/Qc,Drummondville,30
Que/Qc,Drummondville,17
Que/Qc,Drummondville,--
Que/Qc,Drummondville,13
Que/Qc,Drummondville,547
Que/Qc,Granby,167
Que/Qc,Granby,8
Que/Qc,Granby,315
Que/Qc,Granby,2
Que/Qc,Granby,492
Que/Qc,Rimouski,3
Que/Qc,Rimouski,5
Que/Qc,Rimouski,222
Que/Qc,Rimouski,230
Que/Qc,Saint-Hyacinthe,250
Que/Qc,Saint-Hyacinthe,13
Que/Qc,Saint-Hyacinthe,8
Que/Qc,Saint-Hyacinthe,271
Que/Qc,Saint-Jean-sur-Richelieu,277
Que/Qc,Saint-Jean-sur-Richelieu,277
Que/Qc,Shawinigan,4
Que/Qc,Shawinigan,253
Que/Qc,Shawinigan,27
Que/Qc,Shawinigan,284
Que/Qc,Gaspé (V),72
Que/Qc,Gaspé (V),72
Que/Qc,La Tuque (V),6
Que/Qc,La Tuque (V),6
Que/Qc,Les Îles-de-la-Madeleine (MÉ),34
Que/Qc,Les Îles-de-la-Madeleine (MÉ),34
Que/Qc,Marieville (V),27
Que/Qc,Marieville (V),27
Que/Qc,Montmagny (V),89
Que/Qc,Montmagny (V),89
Que/Qc,Mont-Laurier (V),63
Que/Qc,Mont-Laurier (V),63
Que/Qc,Prévost (V),66
Que/Qc,Prévost (V),66
Que/Qc,Rawdon (MÉ),87
Que/Qc,Rawdon (MÉ),87
Que/Qc,Roberval (V),24
Que/Qc,Roberval (V),24
Que/Qc,Sainte-Adèle (V),156
Que/Qc,Sainte-Adèle (V),156
Que/Qc,Sainte-Agathe-des-Monts (V),38
Que/Qc,Sainte-Agathe-des-Monts (V),38
Que/Qc,Sainte-Sophie (MÉ),188
Que/Qc,Sainte-Sophie (MÉ),188
Que/Qc,Saint-Félicien (V),44
Que/Qc,Saint-Félicien (V),44
Que/Qc,Saint-Lin-Laurentides (V),349
Que/Qc,Saint-Lin-Laurentides (V),349
Que/Qc,Sainte-Marie (V),71
Que/Qc,Sainte-Marie (V),71
Que/Qc,Alma,87
Que/Qc,Alma,3
Que/Qc,Alma,90
Que/Qc,Amos,3
Que/Qc,Amos,91
Que/Qc,Amos,1
Que/Qc,Amos,2
Que/Qc,Amos,2
Que/Qc,Amos,5
Que/Qc,Amos,104
Que/Qc,Baie-Comeau,--
Que/Qc,Baie-Comeau,8
Que/Qc,Baie-Comeau,--
Que/Qc,Baie-Comeau,--
Que/Qc,Baie-Comeau,--
Que/Qc,Baie-Comeau,--
Que/Qc,Baie-Comeau,8
Que/Qc,Campbellton,--
Que/Qc,Campbellton,--
Que/Qc,Cowansville,99
Que/Qc,Cowansville,99
Que/Qc,Dolbeau-Mistassini,--
Que/Qc,Dolbeau-Mistassini,29
Que/Qc,Dolbeau-Mistassini,--
Que/Qc,Dolbeau-Mistassini,29
Que/Qc,Hawkesbury,15
Que/Qc,Hawkesbury,15
Que/Qc,Joliette,34
Que/Qc,Joliette,65
Que/Qc,Joliette,72
Que/Qc,Joliette,63
Que/Qc,Joliette,234
Que/Qc,Lachute,61
Que/Qc,Lachute,61
Que/Qc,Matane,--
Que/Qc,Matane,1
Que/Qc,Matane,30
Que/Qc,Matane,5
Que/Qc,Matane,36
Que/Qc,Rivière-du-Loup,13
Que/Qc,Rivière-du-Loup,--
Que/Qc,Rivière-du-Loup,--
Que/Qc,Rivière-du-Loup,62
Que/Qc,Rivière-du-Loup,4
Que/Qc,Rivière-du-Loup,79
Que/Qc,Rouyn-Noranda,380
Que/Qc,Rouyn-Noranda,7
Que/Qc,Rouyn-Noranda,387
Que/Qc,Saint-Georges,230
Que/Qc,Saint-Georges,2
Que/Qc,Saint-Georges,5
Que/Qc,Saint-Georges,47
Que/Qc,Saint-Georges,--
Que/Qc,Saint-Georges,284
Que/Qc,Sept-Îles,58
Que/Qc,Sept-Îles,58
Que/Qc,Sorel-Tracy,14
Que/Qc,Sorel-Tracy,--
Que/Qc,Sorel-Tracy,160
Que/Qc,Sorel-Tracy,21
Que/Qc,Sorel-Tracy,148
Que/Qc,Sorel-Tracy,343
Que/Qc,Thetford Mines,16
Que/Qc,Thetford Mines,54
Que/Qc,Thetford Mines,--
Que/Qc,Thetford Mines,70
Que/Qc,Val d'Or,206
Que/Qc,Val d'Or,206
Que/Qc,Salaberry-de-Valleyfield,147
Que/Qc,Salaberry-de-Valleyfield,147
Que/Qc,Victoriaville,16
Que/Qc,Victoriaville,472
Que/Qc,Victoriaville,488
Que/Qc,Total,"34,672"
Ont./Ont.,Barrie,71
Ont./Ont.,Barrie,338
Ont./Ont.,Barrie,449
Ont./Ont.,Barrie,858
Ont./Ont.,Brantford,172
Ont./Ont.,Brantford,239
Ont./Ont.,Brantford,411
Ont./Ont.,Guelph,28
Ont./Ont.,Guelph,628
Ont./Ont.,Guelph,35
Ont./Ont.,Guelph,691
Ont./Ont.,Hamilton,638
Ont./Ont.,Hamilton,"1,737"
Ont./Ont.,Hamilton,260
Ont./Ont.,Hamilton,"2,635"
Ont./Ont.,Kingston,3
Ont./Ont.,Kingston,663
Ont./Ont.,Kingston,45
Ont./Ont.,Kingston,99
Ont./Ont.,Kingston,810
Ont./Ont.,Kitchener-Cambridge-Waterloo,35
Ont./Ont.,Kitchener-Cambridge-Waterloo,295
Ont./Ont.,Kitchener-Cambridge-Waterloo,965
Ont./Ont.,Kitchener-Cambridge-Waterloo,876
Ont./Ont.,Kitchener-Cambridge-Waterloo,37
Ont./Ont.,Kitchener-Cambridge-Waterloo,"2,208"
Ont./Ont.,London,48
Ont./Ont.,London,117
Ont./Ont.,London,3
Ont./Ont.,London,79
Ont./Ont.,London,31
Ont./Ont.,London,101
Ont./Ont.,London,"1,632"
Ont./Ont.,London,--
Ont./Ont.,London,"2,011"
Ont./Ont.,St. Catharines-Niagara,90
Ont./Ont.,St. Catharines-Niagara,7
Ont./Ont.,St. Catharines-Niagara,12
Ont./Ont.,St. Catharines-Niagara,17
Ont./Ont.,St. Catharines-Niagara,214
Ont./Ont.,St. Catharines-Niagara,67
Ont./Ont.,St. Catharines-Niagara,380
Ont./Ont.,St. Catharines-Niagara,163
Ont./Ont.,St. Catharines-Niagara,189
Ont./Ont.,St. Catharines-Niagara,168
Ont./Ont.,St. Catharines-Niagara,"1,307"
Ont./Ont.,Oshawa,363
Ont./Ont.,Oshawa,569
Ont./Ont.,Oshawa,579
Ont./Ont.,Oshawa,"1,511"
Ont./Ont.,Ottawa,130
Ont./Ont.,Ottawa,120
Ont./Ont.,Ottawa,"6,544"
Ont./Ont.,Ottawa,"6,794"
Ont./Ont.,Peterborough,--
Ont./Ont.,Peterborough,11
Ont./Ont.,Peterborough,366
Ont./Ont.,Peterborough,28
Ont./Ont.,Peterborough,25
Ont./Ont.,Peterborough,430
Ont./Ont.,Greater Sudbury/Grand Sudbury,390
Ont./Ont.,Greater Sudbury/Grand Sudbury,390
Ont./Ont.,Thunder Bay,7
Ont./Ont.,Thunder Bay,246
Ont./Ont.,Thunder Bay,34
Ont./Ont.,Thunder Bay,1
Ont./Ont.,Thunder Bay,3
Ont./Ont.,Thunder Bay,6
Ont./Ont.,Thunder Bay,8
Ont./Ont.,Thunder Bay,305
Ont./Ont.,Toronto,245
Ont./Ont.,Toronto,583
Ont./Ont.,Toronto,54
Ont./Ont.,Toronto,"1,768"
Ont./Ont.,Toronto,"3,725"
Ont./Ont.,Toronto,"1,408"
Ont./Ont.,Toronto,136
Ont./Ont.,Toronto,413
Ont./Ont.,Toronto,342
Ont./Ont.,Toronto,335
Ont./Ont.,Toronto,62
Ont./Ont.,Toronto,306
Ont./Ont.,Toronto,"9,551"
Ont./Ont.,Toronto,"1,431"
Ont./Ont.,Toronto,"4,301"
Ont./Ont.,Toronto,561
Ont./Ont.,Toronto,70
Ont./Ont.,Toronto,89
Ont./Ont.,Toronto,"1,192"
Ont./Ont.,Toronto,"1,494"
Ont./Ont.,Toronto,295
Ont./Ont.,Toronto,385
Ont./Ont.,Toronto,467
Ont./Ont.,Toronto,"29,213"
Ont./Ont.,Windsor,59
Ont./Ont.,Windsor,144
Ont./Ont.,Windsor,337
Ont./Ont.,Windsor,24
Ont./Ont.,Windsor,171
Ont./Ont.,Windsor,735
Ont./Ont.,Belleville,177
Ont./Ont.,Belleville,93
Ont./Ont.,Belleville,270
Ont./Ont.,Chatham-Kent,118
Ont./Ont.,Chatham-Kent,118
Ont./Ont.,Cornwall,47
Ont./Ont.,Cornwall,125
Ont./Ont.,Cornwall,172
Ont./Ont.,Kawartha Lakes,168
Ont./Ont.,Kawartha Lakes,168
Ont./Ont.,Norfolk,309
Ont./Ont.,Norfolk,309
Ont./Ont.,North Bay,4
Ont./Ont.,North Bay,21
Ont./Ont.,North Bay,40
Ont./Ont.,North Bay,10
Ont./Ont.,North Bay,75
Ont./Ont.,Sarnia,58
Ont./Ont.,Sarnia,299
Ont./Ont.,Sarnia,4
Ont./Ont.,Sarnia,361
Ont./Ont.,Sault Ste. Marie,2
Ont./Ont.,Sault Ste. Marie,11
Ont./Ont.,Sault Ste. Marie,87
Ont./Ont.,Sault Ste. Marie,5
Ont./Ont.,Sault Ste. Marie,105
Ont./Ont.,Bracebridge (T),16
Ont./Ont.,Bracebridge (T),16
Ont./Ont.,Brighton (MU),60
Ont./Ont.,Brighton (MU),60
Ont./Ont.,Brock (TP),10
Ont./Ont.,Brock (TP),10
Ont./Ont.,Trent Hills (MU),69
Ont./Ont.,Trent Hills (MU),69
Ont./Ont.,Erin (T),16
Ont./Ont.,Erin (T),16
Ont./Ont.,Essex (T),51
Ont./Ont.,Essex (T),51
Ont./Ont.,Haldimand County (CY),93
Ont./Ont.,Haldimand County (CY),93
Ont./Ont.,Gravenhurst (T),19
Ont./Ont.,Gravenhurst (T),19
Ont./Ont.,Greater Napanee (T),30
Ont./Ont.,Greater Napanee (T),30
Ont./Ont.,Huntsville (T),68
Ont./Ont.,Huntsville (T),68
Ont./Ont.,Kincardine (MU),30
Ont./Ont.,Kincardine (MU),30
Ont./Ont.,Lambton Shores (MU),49
Ont./Ont.,Lambton Shores (MU),49
Ont./Ont.,Meaford (MU),21
Ont./Ont.,Meaford (MU),21
Ont./Ont.,Mississippi Mills (T),98
Ont./Ont.,Mississippi Mills (T),98
Ont./Ont.,North Grenville (MU),48
Ont./Ont.,North Grenville (MU),48
Ont./Ont.,North Perth (MU),54
Ont./Ont.,North Perth (MU),54
Ont./Ont.,Prince Edward County (CY),71
Ont./Ont.,Prince Edward County (CY),71
Ont./Ont.,Saugeen Shores (T),133
Ont./Ont.,Saugeen Shores (T),133
Ont./Ont.,Scugog (TP),25
Ont./Ont.,Scugog (TP),25
Ont./Ont.,The Nation / La Nation (M),40
Ont./Ont.,The Nation / La Nation (M),40
Ont./Ont.,Wasaga Beach (T),193
Ont./Ont.,Wasaga Beach (T),193
Ont./Ont.,West Nipissing (M),51
Ont./Ont.,West Nipissing (M),51
Ont./Ont.,West Grey (MU),25
Ont./Ont.,West Grey (MU),25
Ont./Ont.,Brockville,5
Ont./Ont.,Brockville,7
Ont./Ont.,Brockville,26
Ont./Ont.,Brockville,38
Ont./Ont.,Centre Wellington,90
Ont./Ont.,Centre Wellington,90
Ont./Ont.,Cobourg,154
Ont./Ont.,Cobourg,154
Ont./Ont.,Collingwood,101
Ont./Ont.,Collingwood,101
Ont./Ont.,Elliot Lake,1
Ont./Ont.,Elliot Lake,1
Ont./Ont.,Temiskaming Shores,6
Ont./Ont.,Temiskaming Shores,--
Ont./Ont.,Temiskaming Shores,--
Ont./Ont.,Temiskaming Shores,6
Ont./Ont.,Temiskaming Shores,2
Ont./Ont.,Temiskaming Shores,3
Ont./Ont.,Temiskaming Shores,17
Ont./Ont.,Hawkesbury,13
Ont./Ont.,Hawkesbury,13
Ont./Ont.,Ingersoll,53
Ont./Ont.,Ingersoll,53
Ont./Ont.,Kenora,21
Ont./Ont.,Kenora,21
Ont./Ont.,Leamington,14
Ont./Ont.,Leamington,38
Ont./Ont.,Leamington,52
Ont./Ont.,Midland,31
Ont./Ont.,Midland,14
Ont./Ont.,Midland,13
Ont./Ont.,Midland,58
Ont./Ont.,Orillia,24
Ont./Ont.,Orillia,62
Ont./Ont.,Orillia,86
Ont./Ont.,Owen Sound,34
Ont./Ont.,Owen Sound,80
Ont./Ont.,Owen Sound,114
Ont./Ont.,Pembroke,16
Ont./Ont.,Pembroke,12
Ont./Ont.,Pembroke,28
Ont./Ont.,Petawawa,66
Ont./Ont.,Petawawa,66
Ont./Ont.,Port Hope,85
Ont./Ont.,Port Hope,85
Ont./Ont.,Stratford,54
Ont./Ont.,Stratford,54
Ont./Ont.,Tillsonburg,76
Ont./Ont.,Tillsonburg,76
Ont./Ont.,Timmins,47
Ont./Ont.,Timmins,47
Ont./Ont.,Woodstock,208
Ont./Ont.,Woodstock,208
Ont./Ont.,Total,"54,519"
Man./Man.,Winnipeg,71
Man./Man.,Winnipeg,215
Man./Man.,Winnipeg,56
Man./Man.,Winnipeg,8
Man./Man.,Winnipeg,"2,824"
Man./Man.,Winnipeg,37
Man./Man.,Winnipeg,100
Man./Man.,Winnipeg,59
Man./Man.,Winnipeg,22
Man./Man.,Winnipeg,70
Man./Man.,Winnipeg,2
Man./Man.,Winnipeg,"3,464"
Man./Man.,Brandon,15
Man./Man.,Brandon,4
Man./Man.,Brandon,411
Man./Man.,Brandon,1
Man./Man.,Brandon,431
Man./Man.,Hanover (RM),167
Man./Man.,Hanover (RM),167
Man./Man.,St. Andrews (RM),40
Man./Man.,St. Andrews (RM),40
Man./Man.,Winkler (CY),145
Man./Man.,Winkler (CY),145
Man./Man.,Portage la Prairie,22
Man./Man.,Portage la Prairie,22
Man./Man.,Steinbach,214
Man./Man.,Steinbach,214
Man./Man.,Thompson,--
Man./Man.,Thompson,19
Man./Man.,Thompson,19
Man./Man.,Total,"4,502"
Sask./Sask.,Regina,1
Sask./Sask.,Regina,--
Sask./Sask.,Regina,8
Sask./Sask.,Regina,16
Sask./Sask.,Regina,"3,023"
Sask./Sask.,Regina,5
Sask./Sask.,Regina,54
Sask./Sask.,Regina,88
Sask./Sask.,Regina,69
Sask./Sask.,Regina,8
Sask./Sask.,Regina,2
Sask./Sask.,Regina,3
Sask./Sask.,Regina,--
Sask./Sask.,Regina,--
Sask./Sask.,Regina,4
Sask./Sask.,Regina,--
Sask./Sask.,Regina,3
Sask./Sask.,Regina,"3,284"
Sask./Sask.,Saskatoon,--
Sask./Sask.,Saskatoon,33
Sask./Sask.,Saskatoon,--
Sask./Sask.,Saskatoon,2
Sask./Sask.,Saskatoon,34
Sask./Sask.,Saskatoon,"2,220"
Sask./Sask.,Saskatoon,5
Sask./Sask.,Saskatoon,358
Sask./Sask.,Saskatoon,17
Sask./Sask.,Saskatoon,165
Sask./Sask.,Saskatoon,--
Sask./Sask.,Saskatoon,2
Sask./Sask.,Saskatoon,16
Sask./Sask.,Saskatoon,--
Sask./Sask.,Saskatoon,7
Sask./Sask.,Saskatoon,1
Sask./Sask.,Saskatoon,--
Sask./Sask.,Saskatoon,4
Sask./Sask.,Saskatoon,2
Sask./Sask.,Saskatoon,23
Sask./Sask.,Saskatoon,6
Sask./Sask.,Saskatoon,8
Sask./Sask.,Saskatoon,7
Sask./Sask.,Saskatoon,"2,910"
Sask./Sask.,Weyburn (CY),167
Sask./Sask.,Weyburn (CY),167
Sask./Sask.,Estevan,2
Sask./Sask.,Estevan,9
Sask./Sask.,Estevan,212
Sask./Sask.,Estevan,223
Sask./Sask.,Lloydminster,11
Sask./Sask.,Lloydminster,12
Sask./Sask.,Lloydminster,2
Sask./Sask.,Lloydminster,339
Sask./Sask.,Lloydminster,364
Sask./Sask.,Moose Jaw,1
Sask./Sask.,Moose Jaw,214
Sask./Sask.,Moose Jaw,215
Sask./Sask.,North Battleford,9
Sask./Sask.,North Battleford,21
Sask./Sask.,North Battleford,--
Sask./Sask.,North Battleford,25
