Province,Centre,Total
Alta/Alb.,Red Deer,789
Alta/Alb.,Red Deer,789
Alta/Alb.,Wood Buffalo,"1,145"
Alta/Alb.,Wood Buffalo,"1,145"
Alta/Alb.,Bonnyville No. 87 (MD),126
Alta/Alb.,Bonnyville No. 87 (MD),126
Alta/Alb.,Clearwater County (MD),51
Alta/Alb.,Clearwater County (MD),51
Alta/Alb.,Foothills No. 31 (MD),171
Alta/Alb.,Foothills No. 31 (MD),171
Alta/Alb.,High River (T),107
Alta/Alb.,High River (T),107
Alta/Alb.,Lacombe (T),114
Alta/Alb.,Lacombe (T),114
Alta/Alb.,Lacombe County (CM),42
Alta/Alb.,Lacombe County (CM),42
Alta/Alb.,Mackenzie No. 23 (MD),76
Alta/Alb.,Mackenzie No. 23 (MD),76
Alta/Alb.,Mountain View (CM),35
Alta/Alb.,Mountain View (CM),35
Alta/Alb.,Red Deer County (CM),70
Alta/Alb.,Red Deer County (CM),70
Alta/Alb.,Strathmore (T),168
Alta/Alb.,Strathmore (T),168
Alta/Alb.,Sylvan Lake (T),134
Alta/Alb.,Sylvan Lake (T),134
Alta/Alb.,Wetaskiwin County No. 10 (CM),63
Alta/Alb.,Wetaskiwin County No. 10 (CM),63
Alta/Alb.,Yellowhead County (MD),62
Alta/Alb.,Yellowhead County (MD),62
Alta/Alb.,Brooks,20
Alta/Alb.,Brooks,1
Alta/Alb.,Brooks,23
Alta/Alb.,Brooks,3
Alta/Alb.,Brooks,--
Alta/Alb.,Brooks,1
Alta/Alb.,Brooks,48
Alta/Alb.,Camrose,167
Alta/Alb.,Camrose,167
Alta/Alb.,Canmore,204
Alta/Alb.,Canmore,204
Alta/Alb.,Cold Lake,99
Alta/Alb.,Cold Lake,99
Alta/Alb.,Lloydminster,265
Alta/Alb.,Lloydminster,265
Alta/Alb.,Okotoks,328
Alta/Alb.,Okotoks,328
Alta/Alb.,Wetaskiwin,27
Alta/Alb.,Wetaskiwin,27
Alta/Alb.,Total,"26,487"
B.C./C.-B.,Abbotsford,657
B.C./C.-B.,Abbotsford,110
B.C./C.-B.,Abbotsford,--
B.C./C.-B.,Abbotsford,767
B.C./C.-B.,Kelowna,961
B.C./C.-B.,Kelowna,30
B.C./C.-B.,Kelowna,220
B.C./C.-B.,Kelowna,38
B.C./C.-B.,Kelowna,204
B.C./C.-B.,Kelowna,"1,453"
B.C./C.-B.,Vancouver,782
B.C./C.-B.,Vancouver,64
B.C./C.-B.,Vancouver,"4,917"
B.C./C.-B.,Vancouver,129
B.C./C.-B.,Vancouver,337
B.C./C.-B.,Vancouver,"1,609"
B.C./C.-B.,Vancouver,282
B.C./C.-B.,Vancouver,"3,827"
B.C./C.-B.,Vancouver,965
B.C./C.-B.,Vancouver,678
B.C./C.-B.,Vancouver,"1,157"
B.C./C.-B.,Vancouver,2
B.C./C.-B.,Vancouver,20
B.C./C.-B.,Vancouver,158
B.C./C.-B.,Vancouver,7
B.C./C.-B.,Vancouver,230
B.C./C.-B.,Vancouver,564
B.C./C.-B.,Vancouver,78
B.C./C.-B.,Vancouver,21
B.C./C.-B.,Vancouver,1
B.C./C.-B.,Vancouver,160
B.C./C.-B.,Vancouver,486
B.C./C.-B.,Vancouver,"16,474"
B.C./C.-B.,Victoria,25
B.C./C.-B.,Victoria,33
B.C./C.-B.,Victoria,62
B.C./C.-B.,Victoria,152
B.C./C.-B.,Victoria,12
B.C./C.-B.,Victoria,455
B.C./C.-B.,Victoria,18
B.C./C.-B.,Victoria,100
B.C./C.-B.,Victoria,16
B.C./C.-B.,Victoria,575
B.C./C.-B.,Victoria,64
B.C./C.-B.,Victoria,23
B.C./C.-B.,Victoria,220
B.C./C.-B.,Victoria,29
B.C./C.-B.,Victoria,"1,784"
B.C./C.-B.,Chilliwack,603
B.C./C.-B.,Chilliwack,29
B.C./C.-B.,Chilliwack,92
B.C./C.-B.,Chilliwack,724
B.C./C.-B.,Kamloops,2
B.C./C.-B.,Kamloops,48
B.C./C.-B.,Kamloops,442
B.C./C.-B.,Kamloops,21
B.C./C.-B.,Kamloops,7
B.C./C.-B.,Kamloops,520
B.C./C.-B.,Nanaimo,838
B.C./C.-B.,Nanaimo,7
B.C./C.-B.,Nanaimo,17
B.C./C.-B.,Nanaimo,20
B.C./C.-B.,Nanaimo,882
B.C./C.-B.,Prince George,125
B.C./C.-B.,Prince George,23
B.C./C.-B.,Prince George,21
B.C./C.-B.,Prince George,14
B.C./C.-B.,Prince George,2
B.C./C.-B.,Prince George,185
B.C./C.-B.,Vernon,53
B.C./C.-B.,Vernon,243
B.C./C.-B.,Vernon,5
B.C./C.-B.,Vernon,37
B.C./C.-B.,Vernon,338
B.C./C.-B.,Summerland (DM),45
B.C./C.-B.,Summerland (DM),45
B.C./C.-B.,Campbell River,230
B.C./C.-B.,Campbell River,--
B.C./C.-B.,Campbell River,11
B.C./C.-B.,Campbell River,--
B.C./C.-B.,Campbell River,241
B.C./C.-B.,Courtenay,147
B.C./C.-B.,Courtenay,117
B.C./C.-B.,Courtenay,39
B.C./C.-B.,Courtenay,21
B.C./C.-B.,Courtenay,33
B.C./C.-B.,Courtenay,357
B.C./C.-B.,Cranbrook,91
B.C./C.-B.,Cranbrook,54
B.C./C.-B.,Cranbrook,145
B.C./C.-B.,Dawson Creek,94
B.C./C.-B.,Dawson Creek,94
B.C./C.-B.,Duncan,218
B.C./C.-B.,Duncan,16
B.C./C.-B.,Duncan,21
B.C./C.-B.,Duncan,10
B.C./C.-B.,Duncan,265
B.C./C.-B.,Fort St. John,4
B.C./C.-B.,Fort St. John,114
B.C./C.-B.,Fort St. John,9
B.C./C.-B.,Fort St. John,127
B.C./C.-B.,Kitimat,4
B.C./C.-B.,Kitimat,4
B.C./C.-B.,Parksville,60
B.C./C.-B.,Parksville,23
B.C./C.-B.,Parksville,60
B.C./C.-B.,Parksville,143
B.C./C.-B.,Penticton,126
B.C./C.-B.,Penticton,21
B.C./C.-B.,Penticton,10
B.C./C.-B.,Penticton,--
B.C./C.-B.,Penticton,157
B.C./C.-B.,Port Alberni,64
B.C./C.-B.,Port Alberni,5
B.C./C.-B.,Port Alberni,3
B.C./C.-B.,Port Alberni,7
B.C./C.-B.,Port Alberni,1
B.C./C.-B.,Port Alberni,80
B.C./C.-B.,Powell River,38
B.C./C.-B.,Powell River,--
B.C./C.-B.,Powell River,--
B.C./C.-B.,Powell River,38
B.C./C.-B.,Prince Rupert,--
B.C./C.-B.,Prince Rupert,--
B.C./C.-B.,Prince Rupert,--
B.C./C.-B.,Quesnel,8
B.C./C.-B.,Quesnel,17
B.C./C.-B.,Quesnel,10
B.C./C.-B.,Quesnel,--
B.C./C.-B.,Quesnel,4
B.C./C.-B.,Quesnel,1
B.C./C.-B.,Quesnel,40
B.C./C.-B.,Salmon Arm,62
B.C./C.-B.,Salmon Arm,62
B.C./C.-B.,Squamish,151
B.C./C.-B.,Squamish,151
B.C./C.-B.,Terrace,9
B.C./C.-B.,Terrace,3
B.C./C.-B.,Terrace,1
B.C./C.-B.,Terrace,13
B.C./C.-B.,Williams Lake,27
B.C./C.-B.,Williams Lake,7
B.C./C.-B.,Williams Lake,13
B.C./C.-B.,Williams Lake,47
B.C./C.-B.,Total,"25,136"
"Canada (10,000+)",Total,"166,052"
Nfld.Lab./T.-N.-L.,St. John's,248
Nfld.Lab./T.-N.-L.,St. John's,92
Nfld.Lab./T.-N.-L.,St. John's,28
Nfld.Lab./T.-N.-L.,St. John's,21
Nfld.Lab./T.-N.-L.,St. John's,71
Nfld.Lab./T.-N.-L.,St. John's,14
Nfld.Lab./T.-N.-L.,St. John's,5
Nfld.Lab./T.-N.-L.,St. John's,436
Nfld.Lab./T.-N.-L.,St. John's,781
Nfld.Lab./T.-N.-L.,St. John's,84
Nfld.Lab./T.-N.-L.,St. John's,7
Nfld.Lab./T.-N.-L.,St. John's,25
Nfld.Lab./T.-N.-L.,St. John's,29
Nfld.Lab./T.-N.-L.,St. John's,"1,841"
Nfld.Lab./T.-N.-L.,Gander (T),166
Nfld.Lab./T.-N.-L.,Gander (T),166
Nfld.Lab./T.-N.-L.,Bay Roberts,7
Nfld.Lab./T.-N.-L.,Bay Roberts,--
Nfld.Lab./T.-N.-L.,Bay Roberts,16
Nfld.Lab./T.-N.-L.,Bay Roberts,49
Nfld.Lab./T.-N.-L.,Bay Roberts,7
Nfld.Lab./T.-N.-L.,Bay Roberts,79
Nfld.Lab./T.-N.-L.,Corner Brook,1
Nfld.Lab./T.-N.-L.,Corner Brook,1
Nfld.Lab./T.-N.-L.,Corner Brook,21
Nfld.Lab./T.-N.-L.,Corner Brook,36
Nfld.Lab./T.-N.-L.,Corner Brook,2
Nfld.Lab./T.-N.-L.,Corner Brook,6
Nfld.Lab./T.-N.-L.,Corner Brook,4
Nfld.Lab./T.-N.-L.,Corner Brook,2
Nfld.Lab./T.-N.-L.,Corner Brook,73
Nfld.Lab./T.-N.-L.,Grand Falls-Windsor,76
Nfld.Lab./T.-N.-L.,Grand Falls-Windsor,76
Nfld.Lab./T.-N.-L.,Total,"2,235"
P.E.I./Î.-P.-É.,Charlottetown,9
P.E.I./Î.-P.-É.,Charlottetown,8
P.E.I./Î.-P.-É.,Charlottetown,11
P.E.I./Î.-P.-É.,Charlottetown,2
P.E.I./Î.-P.-É.,Charlottetown,5
P.E.I./Î.-P.-É.,Charlottetown,4
P.E.I./Î.-P.-É.,Charlottetown,--
P.E.I./Î.-P.-É.,Charlottetown,1
P.E.I./Î.-P.-É.,Charlottetown,2
P.E.I./Î.-P.-É.,Charlottetown,25
P.E.I./Î.-P.-É.,Charlottetown,5
P.E.I./Î.-P.-É.,Charlottetown,2
P.E.I./Î.-P.-É.,Charlottetown,--
P.E.I./Î.-P.-É.,Charlottetown,--
P.E.I./Î.-P.-É.,Charlottetown,211
P.E.I./Î.-P.-É.,Charlottetown,130
P.E.I./Î.-P.-É.,Charlottetown,20
P.E.I./Î.-P.-É.,Charlottetown,435
P.E.I./Î.-P.-É.,Summerside,--
P.E.I./Î.-P.-É.,Summerside,1
P.E.I./Î.-P.-É.,Summerside,7
P.E.I./Î.-P.-É.,Summerside,111
P.E.I./Î.-P.-É.,Summerside,119
P.E.I./Î.-P.-É.,Total,554
N.S./N.-É.,Halifax,"1,910"
N.S./N.-É.,Halifax,"1,910"
N.S./N.-É.,Cape Breton,249
N.S./N.-É.,Cape Breton,249
N.S./N.-É.,Chester (MD),39
N.S./N.-É.,Chester (MD),39
N.S./N.-É.,East Hants (MD),122
N.S./N.-É.,East Hants (MD),122
N.S./N.-É.,"Kings, Subd. A (SC)",83
N.S./N.-É.,"Kings, Subd. A (SC)",83
N.S./N.-É.,Lunenburg (MD),79
N.S./N.-É.,Lunenburg (MD),79
N.S./N.-É.,Queens (RGM),13
N.S./N.-É.,Queens (RGM),13
N.S./N.-É.,West Hants (MD),51
N.S./N.-É.,West Hants (MD),51
N.S./N.-É.,Yarmouth (MD),20
N.S./N.-É.,Yarmouth (MD),20
N.S./N.-É.,Kentville,46
N.S./N.-É.,Kentville,17
N.S./N.-É.,Kentville,72
N.S./N.-É.,Kentville,135
N.S./N.-É.,New Glasgow,50
N.S./N.-É.,New Glasgow,11
N.S./N.-É.,New Glasgow,7
N.S./N.-É.,New Glasgow,35
N.S./N.-É.,New Glasgow,32
N.S./N.-É.,New Glasgow,5
N.S./N.-É.,New Glasgow,140
N.S./N.-É.,Truro,59
N.S./N.-É.,Truro,56
N.S./N.-É.,Truro,46
N.S./N.-É.,Truro,161
N.S./N.-É.,Total,"3,002"
N.B./N.-B.,Moncton,1
N.B./N.-B.,Moncton,4
N.B./N.-B.,Moncton,15
N.B./N.-B.,Moncton,107
N.B./N.-B.,Moncton,1
N.B./N.-B.,Moncton,--
N.B./N.-B.,Moncton,--
N.B./N.-B.,Moncton,9
N.B./N.-B.,Moncton,104
N.B./N.-B.,Moncton,392
N.B./N.-B.,Moncton,21
N.B./N.-B.,Moncton,467
N.B./N.-B.,Moncton,--
N.B./N.-B.,Moncton,"1,121"
N.B./N.-B.,Saint John,3
N.B./N.-B.,Saint John,--
N.B./N.-B.,Saint John,8
N.B./N.-B.,Saint John,176
N.B./N.-B.,Saint John,4
N.B./N.-B.,Saint John,4
N.B./N.-B.,Saint John,2
N.B./N.-B.,Saint John,4
N.B./N.-B.,Saint John,11
N.B./N.-B.,Saint John,20
N.B./N.-B.,Saint John,--
N.B./N.-B.,Saint John,7
N.B./N.-B.,Saint John,11
N.B./N.-B.,Saint John,12
N.B./N.-B.,Saint John,2
N.B./N.-B.,Saint John,29
N.B./N.-B.,Saint John,109
N.B./N.-B.,Saint John,402
N.B./N.-B.,Fredericton,93
N.B./N.-B.,Fredericton,9
N.B./N.-B.,Fredericton,15
N.B./N.-B.,Fredericton,3
N.B./N.-B.,Fredericton,32
N.B./N.-B.,Fredericton,12
N.B./N.-B.,Fredericton,34
N.B./N.-B.,Fredericton,26
N.B./N.-B.,Fredericton,387
N.B./N.-B.,Fredericton,611
N.B./N.-B.,Bathurst,10
N.B./N.-B.,Bathurst,48
N.B./N.-B.,Bathurst,19
N.B./N.-B.,Bathurst,7
N.B./N.-B.,Bathurst,22
N.B./N.-B.,Bathurst,1
N.B./N.-B.,Bathurst,107
N.B./N.-B.,Campbellton,2
N.B./N.-B.,Campbellton,3
N.B./N.-B.,Campbellton,1
N.B./N.-B.,Campbellton,36
N.B./N.-B.,Campbellton,--
N.B./N.-B.,Campbellton,42
N.B./N.-B.,Edmundston,1
N.B./N.-B.,Edmundston,--
N.B./N.-B.,Edmundston,1
N.B./N.-B.,Edmundston,30
N.B./N.-B.,Edmundston,2
N.B./N.-B.,Edmundston,34
N.B./N.-B.,Miramichi,2
N.B./N.-B.,Miramichi,3
N.B./N.-B.,Miramichi,2
N.B./N.-B.,Miramichi,35
N.B./N.-B.,Miramichi,42
N.B./N.-B.,Total,"2,359"
Que/Qc,Saguenay,739
Que/Qc,Saguenay,3
Que/Qc,Saguenay,70
Que/Qc,Saguenay,22
Que/Qc,Saguenay,834
Que/Qc,Montréal,82
Que/Qc,Montréal,10
Que/Qc,Montréal,6
Que/Qc,Montréal,362
Que/Qc,Montréal,22
Que/Qc,Montréal,37
Que/Qc,Montréal,6
Que/Qc,Montréal,23
Que/Qc,Montréal,110
Que/Qc,Montréal,192
Que/Qc,Montréal,1
Que/Qc,Montréal,"1,139"
Que/Qc,Montréal,13
Que/Qc,Montréal,279
Que/Qc,Montréal,146
Que/Qc,Montréal,"1,605"
Que/Qc,Montréal,32
Que/Qc,Montréal,168
Que/Qc,Montréal,49
Que/Qc,Montréal,39
Que/Qc,Montréal,47
Que/Qc,Montréal,582
Que/Qc,Montréal,6
Que/Qc,Montréal,218
Que/Qc,Montréal,52
Que/Qc,Montréal,6
Que/Qc,Montréal,647
Que/Qc,Montréal,731
Que/Qc,Montréal,"1,875"
Que/Qc,Montréal,18
Que/Qc,Montréal,"5,605"
Que/Qc,Montréal,3
Que/Qc,Montréal,--
Que/Qc,Montréal,7
Que/Qc,Montréal,--
Que/Qc,Montréal,121
Que/Qc,Montréal,216
Que/Qc,Montréal,--
Que/Qc,Montréal,3
Que/Qc,Montréal,3
Que/Qc,Montréal,14
Que/Qc,Montréal,4
Que/Qc,Montréal,--
Que/Qc,Montréal,--
Que/Qc,Montréal,205
Que/Qc,Montréal,13
Que/Qc,Montréal,25
Que/Qc,Montréal,184
Que/Qc,Montréal,136
Que/Qc,Montréal,29
Que/Qc,Montréal,103
Que/Qc,Montréal,196
Que/Qc,Montréal,10
Que/Qc,Montréal,126
Que/Qc,Montréal,414
Que/Qc,Montréal,1
Que/Qc,Montréal,94
Que/Qc,Montréal,96
Que/Qc,Montréal,64
Que/Qc,Montréal,37
Que/Qc,Montréal,98
Que/Qc,Montréal,8
Que/Qc,Montréal,28
Que/Qc,Montréal,31
Que/Qc,Montréal,65
Que/Qc,Montréal,--
Que/Qc,Montréal,447
Que/Qc,Montréal,1
Que/Qc,Montréal,--
Que/Qc,Montréal,36
Que/Qc,Montréal,90
Que/Qc,Montréal,115
Que/Qc,Montréal,34
Que/Qc,Montréal,201
Que/Qc,Montréal,17
Que/Qc,Montréal,89
Que/Qc,Montréal,18
Que/Qc,Montréal,2
Que/Qc,Montréal,119
Que/Qc,Montréal,80
Que/Qc,Montréal,532
Que/Qc,Montréal,11
Que/Qc,Montréal,11
Que/Qc,Montréal,7
Que/Qc,Montréal,117
Que/Qc,Montréal,715
Que/Qc,Montréal,218
Que/Qc,Montréal,536
Que/Qc,Montréal,28
Que/Qc,Montréal,"19,866"
Que/Qc,Gatineau,"2,062"
Que/Qc,Gatineau,40
Que/Qc,Gatineau,90
Que/Qc,Gatineau,114
Que/Qc,Gatineau,20
Que/Qc,Gatineau,21
Que/Qc,Gatineau,55
Que/Qc,Gatineau,--
Que/Qc,Gatineau,"2,402"
Que/Qc,Québec,112
Que/Qc,Québec,140
Que/Qc,Québec,--
Que/Qc,Québec,1
Que/Qc,Québec,4
Que/Qc,Québec,5
Que/Qc,Québec,25
Que/Qc,Québec,1
Que/Qc,Québec,38
Que/Qc,Québec,45
Que/Qc,Québec,58
Que/Qc,Québec,98
Que/Qc,Québec,26
Que/Qc,Québec,4
Que/Qc,Québec,77
Que/Qc,Québec,37
Que/Qc,Québec,--
Que/Qc,Québec,89
Que/Qc,Québec,64
Que/Qc,Québec,199
Que/Qc,Québec,--
Que/Qc,Québec,"3,577"
Que/Qc,Québec,60
Que/Qc,Québec,123
Que/Qc,Québec,808
Que/Qc,Québec,76
Que/Qc,Québec,"5,667"
Que/Qc,Sherbrooke,19
Que/Qc,Sherbrooke,3
Que/Qc,Sherbrooke,50
Que/Qc,Sherbrooke,"1,233"
Que/Qc,Sherbrooke,12
Que/Qc,Sherbrooke,7
Que/Qc,Sherbrooke,2
Que/Qc,Sherbrooke,18
Que/Qc,Sherbrooke,170
Que/Qc,Sherbrooke,"1,514"
Que/Qc,Trois-Rivières,"1,207"
Que/Qc,Trois-Rivières,7
Que/Qc,Trois-Rivières,40
Que/Qc,Trois-Rivières,158
Que/Qc,Trois-Rivières,"1,412"
Que/Qc,Drummondville,7
Que/Qc,Drummondville,30
Que/Qc,Drummondville,510
Que/Qc,Drummondville,12
Que/Qc,Drummondville,15
Que/Qc,Drummondville,574
Que/Qc,Granby,265
Que/Qc,Granby,19
Que/Qc,Granby,507
Que/Qc,Granby,791
Que/Qc,Saint-Hyacinthe,13
Que/Qc,Saint-Hyacinthe,309
Que/Qc,Saint-Hyacinthe,10
Que/Qc,Saint-Hyacinthe,3
Que/Qc,Saint-Hyacinthe,335
Que/Qc,Saint-Jean-sur-Richelieu,468
Que/Qc,Saint-Jean-sur-Richelieu,468
Que/Qc,Shawinigan,3
Que/Qc,Shawinigan,128
Que/Qc,Shawinigan,40
Que/Qc,Shawinigan,171
Que/Qc,Gaspé (V),65
Que/Qc,Gaspé (V),65
Que/Qc,Les Îles-de-la-Madeleine (MÉ),37
Que/Qc,Les Îles-de-la-Madeleine (MÉ),37
Que/Qc,Montmagny (V),27
Que/Qc,Montmagny (V),27
Que/Qc,Mont-Laurier (V),52
Que/Qc,Mont-Laurier (V),52
Que/Qc,Prévost (V),169
Que/Qc,Prévost (V),169
Que/Qc,Rawdon (MÉ),97
Que/Qc,Rawdon (MÉ),97
Que/Qc,Roberval (V),18
Que/Qc,Roberval (V),18
Que/Qc,Sainte-Adèle (V),107
Que/Qc,Sainte-Adèle (V),107
Que/Qc,Sainte-Sophie (MÉ),339
Que/Qc,Sainte-Sophie (MÉ),339
Que/Qc,Saint-Félicien (V),55
Que/Qc,Saint-Félicien (V),55
Que/Qc,Saint-Lin-Laurentides (V),332
Que/Qc,Saint-Lin-Laurentides (V),332
Que/Qc,Sainte-Marie (V),111
Que/Qc,Sainte-Marie (V),111
Que/Qc,Alma,310
Que/Qc,Alma,--
Que/Qc,Alma,2
Que/Qc,Alma,312
Que/Qc,Amos,1
Que/Qc,Amos,--
Que/Qc,Amos,4
Que/Qc,Amos,30
Que/Qc,Amos,--
Que/Qc,Amos,1
Que/Qc,Amos,2
Que/Qc,Amos,38
Que/Qc,Baie-Comeau,--
Que/Qc,Baie-Comeau,155
Que/Qc,Baie-Comeau,--
Que/Qc,Baie-Comeau,--
Que/Qc,Baie-Comeau,--
Que/Qc,Baie-Comeau,--
Que/Qc,Baie-Comeau,--
Que/Qc,Baie-Comeau,155
Que/Qc,Campbellton,--
Que/Qc,Campbellton,--
Que/Qc,Cowansville,118
Que/Qc,Cowansville,9
Que/Qc,Cowansville,127
Que/Qc,Dolbeau-Mistassini,35
Que/Qc,Dolbeau-Mistassini,35
Que/Qc,Hawkesbury,30
Que/Qc,Hawkesbury,30
Que/Qc,Joliette,123
Que/Qc,Joliette,--
Que/Qc,Joliette,163
Que/Qc,Joliette,28
Que/Qc,Joliette,82
Que/Qc,Joliette,396
Que/Qc,Lachute,84
Que/Qc,Lachute,84
Que/Qc,La Tuque,9
Que/Qc,La Tuque,--
Que/Qc,La Tuque,9
Que/Qc,Matane,16
Que/Qc,Matane,4
Que/Qc,Matane,20
Que/Qc,Rimouski,5
Que/Qc,Rimouski,17
Que/Qc,Rimouski,463
Que/Qc,Rimouski,8
Que/Qc,Rimouski,493
Que/Qc,Rivière-du-Loup,9
Que/Qc,Rivière-du-Loup,13
Que/Qc,Rivière-du-Loup,135
Que/Qc,Rivière-du-Loup,2
Que/Qc,Rivière-du-Loup,159
Que/Qc,Rouyn-Noranda,137
Que/Qc,Rouyn-Noranda,137
Que/Qc,Saint-Georges,316
Que/Qc,Saint-Georges,1
Que/Qc,Saint-Georges,6
Que/Qc,Saint-Georges,323
Que/Qc,Sept-Îles,79
Que/Qc,Sept-Îles,79
Que/Qc,Sorel-Tracy,7
Que/Qc,Sorel-Tracy,5
Que/Qc,Sorel-Tracy,--
Que/Qc,Sorel-Tracy,210
Que/Qc,Sorel-Tracy,6
Que/Qc,Sorel-Tracy,207
Que/Qc,Sorel-Tracy,435
Que/Qc,Thetford Mines,68
Que/Qc,Thetford Mines,1
Que/Qc,Thetford Mines,69
Que/Qc,Val d'Or,209
Que/Qc,Val d'Or,209
Que/Qc,Salaberry-de-Valleyfield,228
Que/Qc,Salaberry-de-Valleyfield,228
Que/Qc,Victoriaville,--
Que/Qc,Victoriaville,16
Que/Qc,Victoriaville,465
Que/Qc,Victoriaville,13
Que/Qc,Victoriaville,494
Que/Qc,Total,"39,275"
Ont./Ont.,Barrie,62
Ont./Ont.,Barrie,169
Ont./Ont.,Barrie,533
Ont./Ont.,Barrie,764
Ont./Ont.,Brantford,104
Ont./Ont.,Brantford,246
Ont./Ont.,Brantford,350
Ont./Ont.,Guelph,721
Ont./Ont.,Guelph,37
Ont./Ont.,Guelph,758
Ont./Ont.,Hamilton,869
Ont./Ont.,Hamilton,"1,715"
Ont./Ont.,Hamilton,133
Ont./Ont.,Hamilton,"2,717"
Ont./Ont.,Kingston,11
Ont./Ont.,Kingston,399
Ont./Ont.,Kingston,95
Ont./Ont.,Kingston,103
Ont./Ont.,Kingston,608
Ont./Ont.,Kitchener-Cambridge-Waterloo,44
Ont./Ont.,Kitchener-Cambridge-Waterloo,584
Ont./Ont.,Kitchener-Cambridge-Waterloo,"1,071"
Ont./Ont.,Kitchener-Cambridge-Waterloo,558
Ont./Ont.,Kitchener-Cambridge-Waterloo,278
Ont./Ont.,Kitchener-Cambridge-Waterloo,"2,535"
Ont./Ont.,London,39
Ont./Ont.,London,121
Ont./Ont.,London,4
Ont./Ont.,London,60
Ont./Ont.,London,34
Ont./Ont.,London,70
Ont./Ont.,London,"1,774"
Ont./Ont.,London,--
Ont./Ont.,London,"2,102"
Ont./Ont.,St. Catharines-Niagara,97
Ont./Ont.,St. Catharines-Niagara,4
Ont./Ont.,St. Catharines-Niagara,17
Ont./Ont.,St. Catharines-Niagara,46
Ont./Ont.,St. Catharines-Niagara,119
Ont./Ont.,St. Catharines-Niagara,62
Ont./Ont.,St. Catharines-Niagara,246
Ont./Ont.,St. Catharines-Niagara,92
Ont./Ont.,St. Catharines-Niagara,128
Ont./Ont.,St. Catharines-Niagara,122
Ont./Ont.,St. Catharines-Niagara,933
Ont./Ont.,Oshawa,646
Ont./Ont.,Oshawa,583
Ont./Ont.,Oshawa,609
Ont./Ont.,Oshawa,"1,838"
Ont./Ont.,Ottawa,270
Ont./Ont.,Ottawa,55
Ont./Ont.,Ottawa,"5,629"
Ont./Ont.,Ottawa,"5,954"
Ont./Ont.,Peterborough,14
Ont./Ont.,Peterborough,32
Ont./Ont.,Peterborough,224
Ont./Ont.,Peterborough,51
Ont./Ont.,Peterborough,21
Ont./Ont.,Peterborough,342
Ont./Ont.,Greater Sudbury,593
Ont./Ont.,Greater Sudbury,593
Ont./Ont.,Thunder Bay,2
Ont./Ont.,Thunder Bay,174
Ont./Ont.,Thunder Bay,23
Ont./Ont.,Thunder Bay,3
Ont./Ont.,Thunder Bay,2
Ont./Ont.,Thunder Bay,2
Ont./Ont.,Thunder Bay,7
Ont./Ont.,Thunder Bay,213
Ont./Ont.,Toronto,106
Ont./Ont.,Toronto,570
Ont./Ont.,Toronto,44
Ont./Ont.,Toronto,"2,292"
Ont./Ont.,Toronto,"2,302"
Ont./Ont.,Toronto,"1,099"
Ont./Ont.,Toronto,784
Ont./Ont.,Toronto,266
Ont./Ont.,Toronto,190
Ont./Ont.,Toronto,194
Ont./Ont.,Toronto,179
Ont./Ont.,Toronto,144
Ont./Ont.,Toronto,"16,850"
Ont./Ont.,Toronto,"2,251"
Ont./Ont.,Toronto,"3,478"
Ont./Ont.,Toronto,261
Ont./Ont.,Toronto,34
Ont./Ont.,Toronto,70
Ont./Ont.,Toronto,569
Ont./Ont.,Toronto,"1,293"
Ont./Ont.,Toronto,167
Ont./Ont.,Toronto,146
Ont./Ont.,Toronto,542
Ont./Ont.,Toronto,"33,831"
Ont./Ont.,Windsor,81
Ont./Ont.,Windsor,179
Ont./Ont.,Windsor,169
Ont./Ont.,Windsor,16
Ont./Ont.,Windsor,123
Ont./Ont.,Windsor,568
Ont./Ont.,Belleville,165
Ont./Ont.,Belleville,110
Ont./Ont.,Belleville,275
Ont./Ont.,Chatham-Kent,110
Ont./Ont.,Chatham-Kent,110
Ont./Ont.,Cornwall,40
Ont./Ont.,Cornwall,52
Ont./Ont.,Cornwall,92
Ont./Ont.,Kawartha Lakes,254
Ont./Ont.,Kawartha Lakes,254
Ont./Ont.,Norfolk,188
Ont./Ont.,Norfolk,188
Ont./Ont.,North Bay,13
Ont./Ont.,North Bay,16
Ont./Ont.,North Bay,65
Ont./Ont.,North Bay,26
Ont./Ont.,North Bay,120
Ont./Ont.,Sarnia,51
Ont./Ont.,Sarnia,106
Ont./Ont.,Sarnia,--
Ont./Ont.,Sarnia,157
Ont./Ont.,Sault Sainte-Marie,5
Ont./Ont.,Sault Sainte-Marie,--
Ont./Ont.,Sault Sainte-Marie,80
Ont./Ont.,Sault Sainte-Marie,4
Ont./Ont.,Sault Sainte-Marie,89
Ont./Ont.,Bracebridge (T),112
Ont./Ont.,Bracebridge (T),112
Ont./Ont.,Brighton (MU),78
Ont./Ont.,Brighton (MU),78
Ont./Ont.,Brock (TP),7
Ont./Ont.,Brock (TP),7
Ont./Ont.,Trent Hills (MU),38
Ont./Ont.,Trent Hills (MU),38
Ont./Ont.,Erin (T),17
Ont./Ont.,Erin (T),17
Ont./Ont.,Essex (T),20
Ont./Ont.,Essex (T),20
Ont./Ont.,Haldimand (T),86
Ont./Ont.,Haldimand (T),86
Ont./Ont.,Gravenhurst (T),20
Ont./Ont.,Gravenhurst (T),20
Ont./Ont.,Greater Napanee (T),30
Ont./Ont.,Greater Napanee (T),30
Ont./Ont.,Huntsville (T),85
