"REF_DATE","GEO","DGUID","Income concept","Economic family type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009","New Brunswick","2016A000213","Median market income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413064","6.4.14","19500","D","","","0"
"2010","New Brunswick","2016A000213","Median market income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413064","6.4.14","19600","D","","","0"
"2011","New Brunswick","2016A000213","Median market income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413064","6.4.14","19300","D","","","0"
"2012","New Brunswick","2016A000213","Median market income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413064","6.4.14","20700","D","","","0"
"2013","New Brunswick","2016A000213","Median market income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413064","6.4.14","21700","D","","","0"
"2014","New Brunswick","2016A000213","Median market income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413064","6.4.14","21500","C","","","0"
"2015","New Brunswick","2016A000213","Median market income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413064","6.4.14","18000","D","","","0"
"2016","New Brunswick","2016A000213","Median market income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413064","6.4.14","19500","D","","","0"
"2017","New Brunswick","2016A000213","Median market income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413064","6.4.14","20700","C","","","0"
"2018","New Brunswick","2016A000213","Median market income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413064","6.4.14","20200","C","","","0"
"2019","New Brunswick","2016A000213","Median market income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413064","6.4.14","21800","C","","","0"
"2020","New Brunswick","2016A000213","Median market income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413064","6.4.14","19500","D","","","0"
"2021","New Brunswick","2016A000213","Median market income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413064","6.4.14","22700","D","","","0"
"2006","New Brunswick","2016A000213","Median government transfers","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413091","6.6.1","8100","C","","","0"
"2007","New Brunswick","2016A000213","Median government transfers","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413091","6.6.1","8700","C","","","0"
"2008","New Brunswick","2016A000213","Median government transfers","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413091","6.6.1","8300","C","","","0"
"2009","New Brunswick","2016A000213","Median government transfers","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413091","6.6.1","9400","C","","","0"
"2010","New Brunswick","2016A000213","Median government transfers","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413091","6.6.1","9500","C","","","0"
"2011","New Brunswick","2016A000213","Median government transfers","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413091","6.6.1","10300","C","","","0"
"2012","New Brunswick","2016A000213","Median government transfers","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413091","6.6.1","8900","C","","","0"
"2013","New Brunswick","2016A000213","Median government transfers","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413091","6.6.1","9800","C","","","0"
"2014","New Brunswick","2016A000213","Median government transfers","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413091","6.6.1","10500","C","","","0"
"2015","New Brunswick","2016A000213","Median government transfers","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413091","6.6.1","10300","C","","","0"
"2016","New Brunswick","2016A000213","Median government transfers","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413091","6.6.1","10900","C","","","0"
"2017","New Brunswick","2016A000213","Median government transfers","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413091","6.6.1","12500","B","","","0"
"2018","New Brunswick","2016A000213","Median government transfers","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413091","6.6.1","11000","C","","","0"
"2019","New Brunswick","2016A000213","Median government transfers","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413091","6.6.1","12600","C","","","0"
"2020","New Brunswick","2016A000213","Median government transfers","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413091","6.6.1","17700","A","","","0"
"2021","New Brunswick","2016A000213","Median government transfers","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413091","6.6.1","15600","B","","","0"
"2006","New Brunswick","2016A000213","Median government transfers","Economic families","2021 constant dollars","429","units","0","v96413092","6.6.2","9700","C","","","0"
"2007","New Brunswick","2016A000213","Median government transfers","Economic families","2021 constant dollars","429","units","0","v96413092","6.6.2","10000","C","","","0"
"2008","New Brunswick","2016A000213","Median government transfers","Economic families","2021 constant dollars","429","units","0","v96413092","6.6.2","8800","C","","","0"
"2009","New Brunswick","2016A000213","Median government transfers","Economic families","2021 constant dollars","429","units","0","v96413092","6.6.2","10900","C","","","0"
"2010","New Brunswick","2016A000213","Median government transfers","Economic families","2021 constant dollars","429","units","0","v96413092","6.6.2","10800","C","","","0"
"2011","New Brunswick","2016A000213","Median government transfers","Economic families","2021 constant dollars","429","units","0","v96413092","6.6.2","11500","C","","","0"
"2012","New Brunswick","2016A000213","Median government transfers","Economic families","2021 constant dollars","429","units","0","v96413092","6.6.2","10400","C","","","0"
"2013","New Brunswick","2016A000213","Median government transfers","Economic families","2021 constant dollars","429","units","0","v96413092","6.6.2","12400","C","","","0"
"2014","New Brunswick","2016A000213","Median government transfers","Economic families","2021 constant dollars","429","units","0","v96413092","6.6.2","11800","C","","","0"
"2015","New Brunswick","2016A000213","Median government transfers","Economic families","2021 constant dollars","429","units","0","v96413092","6.6.2","12500","C","","","0"
"2016","New Brunswick","2016A000213","Median government transfers","Economic families","2021 constant dollars","429","units","0","v96413092","6.6.2","13000","C","","","0"
"2017","New Brunswick","2016A000213","Median government transfers","Economic families","2021 constant dollars","429","units","0","v96413092","6.6.2","14600","B","","","0"
"2018","New Brunswick","2016A000213","Median government transfers","Economic families","2021 constant dollars","429","units","0","v96413092","6.6.2","13600","B","","","0"
"2019","New Brunswick","2016A000213","Median government transfers","Economic families","2021 constant dollars","429","units","0","v96413092","6.6.2","14100","C","","","0"
"2020","New Brunswick","2016A000213","Median government transfers","Economic families","2021 constant dollars","429","units","0","v96413092","6.6.2","21200","B","","","0"
"2021","New Brunswick","2016A000213","Median government transfers","Economic families","2021 constant dollars","429","units","0","v96413092","6.6.2","18000","B","","","0"
"2006","New Brunswick","2016A000213","Median government transfers","Persons not in an economic family","2021 constant dollars","429","units","0","v96413104","6.6.14","","F","","","0"
"2007","New Brunswick","2016A000213","Median government transfers","Persons not in an economic family","2021 constant dollars","429","units","0","v96413104","6.6.14","5900","E","","","0"
"2008","New Brunswick","2016A000213","Median government transfers","Persons not in an economic family","2021 constant dollars","429","units","0","v96413104","6.6.14","7900","E","","","0"
"2009","New Brunswick","2016A000213","Median government transfers","Persons not in an economic family","2021 constant dollars","429","units","0","v96413104","6.6.14","6800","E","","","0"
"2010","New Brunswick","2016A000213","Median government transfers","Persons not in an economic family","2021 constant dollars","429","units","0","v96413104","6.6.14","8100","D","","","0"
"2011","New Brunswick","2016A000213","Median government transfers","Persons not in an economic family","2021 constant dollars","429","units","0","v96413104","6.6.14","8500","D","","","0"
"2012","New Brunswick","2016A000213","Median government transfers","Persons not in an economic family","2021 constant dollars","429","units","0","v96413104","6.6.14","7200","D","","","0"
"2013","New Brunswick","2016A000213","Median government transfers","Persons not in an economic family","2021 constant dollars","429","units","0","v96413104","6.6.14","","F","","","0"
"2014","New Brunswick","2016A000213","Median government transfers","Persons not in an economic family","2021 constant dollars","429","units","0","v96413104","6.6.14","9100","D","","","0"
"2015","New Brunswick","2016A000213","Median government transfers","Persons not in an economic family","2021 constant dollars","429","units","0","v96413104","6.6.14","7700","D","","","0"
"2016","New Brunswick","2016A000213","Median government transfers","Persons not in an economic family","2021 constant dollars","429","units","0","v96413104","6.6.14","7900","D","","","0"
"2017","New Brunswick","2016A000213","Median government transfers","Persons not in an economic family","2021 constant dollars","429","units","0","v96413104","6.6.14","8200","C","","","0"
"2018","New Brunswick","2016A000213","Median government transfers","Persons not in an economic family","2021 constant dollars","429","units","0","v96413104","6.6.14","8100","C","","","0"
"2019","New Brunswick","2016A000213","Median government transfers","Persons not in an economic family","2021 constant dollars","429","units","0","v96413104","6.6.14","10800","D","","","0"
"2020","New Brunswick","2016A000213","Median government transfers","Persons not in an economic family","2021 constant dollars","429","units","0","v96413104","6.6.14","13500","C","","","0"
"2021","New Brunswick","2016A000213","Median government transfers","Persons not in an economic family","2021 constant dollars","429","units","0","v96413104","6.6.14","12200","D","","","0"
"2006","New Brunswick","2016A000213","Median total income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413131","6.8.1","55800","A","","","0"
"2007","New Brunswick","2016A000213","Median total income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413131","6.8.1","57700","B","","","0"
"2008","New Brunswick","2016A000213","Median total income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413131","6.8.1","58200","B","","","0"
"2009","New Brunswick","2016A000213","Median total income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413131","6.8.1","57700","B","","","0"
"2010","New Brunswick","2016A000213","Median total income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413131","6.8.1","58400","B","","","0"
"2011","New Brunswick","2016A000213","Median total income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413131","6.8.1","59100","A","","","0"
"2012","New Brunswick","2016A000213","Median total income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413131","6.8.1","59600","B","","","0"
"2013","New Brunswick","2016A000213","Median total income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413131","6.8.1","59500","B","","","0"
"2014","New Brunswick","2016A000213","Median total income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413131","6.8.1","61900","B","","","0"
"2015","New Brunswick","2016A000213","Median total income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413131","6.8.1","62700","B","","","0"
"2016","New Brunswick","2016A000213","Median total income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413131","6.8.1","60600","B","","","0"
"2017","New Brunswick","2016A000213","Median total income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413131","6.8.1","62000","A","","","0"
"2018","New Brunswick","2016A000213","Median total income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413131","6.8.1","62500","B","","","0"
"2019","New Brunswick","2016A000213","Median total income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413131","6.8.1","63200","B","","","0"
"2020","New Brunswick","2016A000213","Median total income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413131","6.8.1","65100","A","","","0"
"2021","New Brunswick","2016A000213","Median total income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413131","6.8.1","68600","A","","","0"
"2006","New Brunswick","2016A000213","Median total income","Economic families","2021 constant dollars","429","units","0","v96413132","6.8.2","72400","A","","","0"
"2007","New Brunswick","2016A000213","Median total income","Economic families","2021 constant dollars","429","units","0","v96413132","6.8.2","73500","A","","","0"
"2008","New Brunswick","2016A000213","Median total income","Economic families","2021 constant dollars","429","units","0","v96413132","6.8.2","76500","B","","","0"
"2009","New Brunswick","2016A000213","Median total income","Economic families","2021 constant dollars","429","units","0","v96413132","6.8.2","78400","B","","","0"
"2010","New Brunswick","2016A000213","Median total income","Economic families","2021 constant dollars","429","units","0","v96413132","6.8.2","81100","B","","","0"
"2011","New Brunswick","2016A000213","Median total income","Economic families","2021 constant dollars","429","units","0","v96413132","6.8.2","79100","B","","","0"
"2012","New Brunswick","2016A000213","Median total income","Economic families","2021 constant dollars","429","units","0","v96413132","6.8.2","76700","A","","","0"
"2013","New Brunswick","2016A000213","Median total income","Economic families","2021 constant dollars","429","units","0","v96413132","6.8.2","80600","B","","","0"
"2014","New Brunswick","2016A000213","Median total income","Economic families","2021 constant dollars","429","units","0","v96413132","6.8.2","83500","B","","","0"
"2015","New Brunswick","2016A000213","Median total income","Economic families","2021 constant dollars","429","units","0","v96413132","6.8.2","84300","B","","","0"
"2016","New Brunswick","2016A000213","Median total income","Economic families","2021 constant dollars","429","units","0","v96413132","6.8.2","82600","B","","","0"
"2017","New Brunswick","2016A000213","Median total income","Economic families","2021 constant dollars","429","units","0","v96413132","6.8.2","86200","A","","","0"
"2018","New Brunswick","2016A000213","Median total income","Economic families","2021 constant dollars","429","units","0","v96413132","6.8.2","87400","A","","","0"
"2019","New Brunswick","2016A000213","Median total income","Economic families","2021 constant dollars","429","units","0","v96413132","6.8.2","86800","A","","","0"
"2020","New Brunswick","2016A000213","Median total income","Economic families","2021 constant dollars","429","units","0","v96413132","6.8.2","93400","A","","","0"
"2021","New Brunswick","2016A000213","Median total income","Economic families","2021 constant dollars","429","units","0","v96413132","6.8.2","92700","A","","","0"
"2006","New Brunswick","2016A000213","Median total income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413144","6.8.14","26700","C","","","0"
"2007","New Brunswick","2016A000213","Median total income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413144","6.8.14","27400","C","","","0"
"2008","New Brunswick","2016A000213","Median total income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413144","6.8.14","26900","D","","","0"
"2009","New Brunswick","2016A000213","Median total income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413144","6.8.14","28200","C","","","0"
"2010","New Brunswick","2016A000213","Median total income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413144","6.8.14","28900","C","","","0"
"2011","New Brunswick","2016A000213","Median total income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413144","6.8.14","28500","B","","","0"
"2012","New Brunswick","2016A000213","Median total income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413144","6.8.14","29300","C","","","0"
"2013","New Brunswick","2016A000213","Median total income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413144","6.8.14","30800","C","","","0"
"2014","New Brunswick","2016A000213","Median total income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413144","6.8.14","32600","C","","","0"
"2015","New Brunswick","2016A000213","Median total income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413144","6.8.14","28900","C","","","0"
"2016","New Brunswick","2016A000213","Median total income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413144","6.8.14","29700","C","","","0"
"2017","New Brunswick","2016A000213","Median total income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413144","6.8.14","32000","C","","","0"
"2018","New Brunswick","2016A000213","Median total income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413144","6.8.14","29600","C","","","0"
"2019","New Brunswick","2016A000213","Median total income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413144","6.8.14","33000","C","","","0"
"2020","New Brunswick","2016A000213","Median total income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413144","6.8.14","33500","B","","","0"
"2021","New Brunswick","2016A000213","Median total income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413144","6.8.14","36100","B","","","0"
"2006","New Brunswick","2016A000213","Median income tax","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413171","6.10.1","5800","B","","","0"
"2007","New Brunswick","2016A000213","Median income tax","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413171","6.10.1","5400","B","","","0"
"2008","New Brunswick","2016A000213","Median income tax","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413171","6.10.1","6100","C","","","0"
"2009","New Brunswick","2016A000213","Median income tax","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413171","6.10.1","5300","C","","","0"
"2010","New Brunswick","2016A000213","Median income tax","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413171","6.10.1","5700","C","","","0"
"2011","New Brunswick","2016A000213","Median income tax","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413171","6.10.1","5800","C","","","0"
"2012","New Brunswick","2016A000213","Median income tax","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413171","6.10.1","5400","B","","","0"
"2013","New Brunswick","2016A000213","Median income tax","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413171","6.10.1","6200","C","","","0"
"2014","New Brunswick","2016A000213","Median income tax","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413171","6.10.1","6100","C","","","0"
"2015","New Brunswick","2016A000213","Median income tax","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413171","6.10.1","6700","C","","","0"
"2016","New Brunswick","2016A000213","Median income tax","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413171","6.10.1","5800","C","","","0"
"2017","New Brunswick","2016A000213","Median income tax","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413171","6.10.1","6600","B","","","0"
"2018","New Brunswick","2016A000213","Median income tax","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413171","6.10.1","6400","B","","","0"
"2019","New Brunswick","2016A000213","Median income tax","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413171","6.10.1","6800","C","","","0"
"2020","New Brunswick","2016A000213","Median income tax","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413171","6.10.1","6900","B","","","0"
"2021","New Brunswick","2016A000213","Median income tax","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413171","6.10.1","7700","B","","","0"
"2006","New Brunswick","2016A000213","Median income tax","Economic families","2021 constant dollars","429","units","0","v96413172","6.10.2","8500","B","","","0"
"2007","New Brunswick","2016A000213","Median income tax","Economic families","2021 constant dollars","429","units","0","v96413172","6.10.2","8000","C","","","0"
"2008","New Brunswick","2016A000213","Median income tax","Economic families","2021 constant dollars","429","units","0","v96413172","6.10.2","8800","C","","","0"
"2009","New Brunswick","2016A000213","Median income tax","Economic families","2021 constant dollars","429","units","0","v96413172","6.10.2","8100","C","","","0"
"2010","New Brunswick","2016A000213","Median income tax","Economic families","2021 constant dollars","429","units","0","v96413172","6.10.2","8900","C","","","0"
"2011","New Brunswick","2016A000213","Median income tax","Economic families","2021 constant dollars","429","units","0","v96413172","6.10.2","8800","C","","","0"
"2012","New Brunswick","2016A000213","Median income tax","Economic families","2021 constant dollars","429","units","0","v96413172","6.10.2","8400","C","","","0"
"2013","New Brunswick","2016A000213","Median income tax","Economic families","2021 constant dollars","429","units","0","v96413172","6.10.2","9400","C","","","0"
"2014","New Brunswick","2016A000213","Median income tax","Economic families","2021 constant dollars","429","units","0","v96413172","6.10.2","9900","C","","","0"
"2015","New Brunswick","2016A000213","Median income tax","Economic families","2021 constant dollars","429","units","0","v96413172","6.10.2","10300","B","","","0"
"2016","New Brunswick","2016A000213","Median income tax","Economic families","2021 constant dollars","429","units","0","v96413172","6.10.2","10200","C","","","0"
"2017","New Brunswick","2016A000213","Median income tax","Economic families","2021 constant dollars","429","units","0","v96413172","6.10.2","10300","C","","","0"
"2018","New Brunswick","2016A000213","Median income tax","Economic families","2021 constant dollars","429","units","0","v96413172","6.10.2","10700","B","","","0"
"2019","New Brunswick","2016A000213","Median income tax","Economic families","2021 constant dollars","429","units","0","v96413172","6.10.2","10800","B","","","0"
"2020","New Brunswick","2016A000213","Median income tax","Economic families","2021 constant dollars","429","units","0","v96413172","6.10.2","11600","B","","","0"
"2021","New Brunswick","2016A000213","Median income tax","Economic families","2021 constant dollars","429","units","0","v96413172","6.10.2","11600","B","","","0"
"2006","New Brunswick","2016A000213","Median income tax","Persons not in an economic family","2021 constant dollars","429","units","0","v96413184","6.10.14","","F","","","0"
"2007","New Brunswick","2016A000213","Median income tax","Persons not in an economic family","2021 constant dollars","429","units","0","v96413184","6.10.14","2000","E","","","0"
"2008","New Brunswick","2016A000213","Median income tax","Persons not in an economic family","2021 constant dollars","429","units","0","v96413184","6.10.14","","F","","","0"
"2009","New Brunswick","2016A000213","Median income tax","Persons not in an economic family","2021 constant dollars","429","units","0","v96413184","6.10.14","","F","","","0"
"2010","New Brunswick","2016A000213","Median income tax","Persons not in an economic family","2021 constant dollars","429","units","0","v96413184","6.10.14","1300","E","","","0"
"2011","New Brunswick","2016A000213","Median income tax","Persons not in an economic family","2021 constant dollars","429","units","0","v96413184","6.10.14","1700","E","","","0"
"2012","New Brunswick","2016A000213","Median income tax","Persons not in an economic family","2021 constant dollars","429","units","0","v96413184","6.10.14","","F","","","0"
"2013","New Brunswick","2016A000213","Median income tax","Persons not in an economic family","2021 constant dollars","429","units","0","v96413184","6.10.14","2400","E","","","0"
"2014","New Brunswick","2016A000213","Median income tax","Persons not in an economic family","2021 constant dollars","429","units","0","v96413184","6.10.14","2800","E","","","0"
"2015","New Brunswick","2016A000213","Median income tax","Persons not in an economic family","2021 constant dollars","429","units","0","v96413184","6.10.14","","F","","","0"
"2016","New Brunswick","2016A000213","Median income tax","Persons not in an economic family","2021 constant dollars","429","units","0","v96413184","6.10.14","1600","E","","","0"
"2017","New Brunswick","2016A000213","Median income tax","Persons not in an economic family","2021 constant dollars","429","units","0","v96413184","6.10.14","2400","D","","","0"
"2018","New Brunswick","2016A000213","Median income tax","Persons not in an economic family","2021 constant dollars","429","units","0","v96413184","6.10.14","1800","E","","","0"
"2019","New Brunswick","2016A000213","Median income tax","Persons not in an economic family","2021 constant dollars","429","units","0","v96413184","6.10.14","2500","E","","","0"
"2020","New Brunswick","2016A000213","Median income tax","Persons not in an economic family","2021 constant dollars","429","units","0","v96413184","6.10.14","2600","D","","","0"
"2021","New Brunswick","2016A000213","Median income tax","Persons not in an economic family","2021 constant dollars","429","units","0","v96413184","6.10.14","3500","D","","","0"
"2006","New Brunswick","2016A000213","Median after-tax income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413211","6.12.1","48700","A","","","0"
"2007","New Brunswick","2016A000213","Median after-tax income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413211","6.12.1","51700","A","","","0"
"2008","New Brunswick","2016A000213","Median after-tax income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413211","6.12.1","52100","A","","","0"
"2009","New Brunswick","2016A000213","Median after-tax income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413211","6.12.1","52900","A","","","0"
"2010","New Brunswick","2016A000213","Median after-tax income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413211","6.12.1","53200","B","","","0"
"2011","New Brunswick","2016A000213","Median after-tax income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413211","6.12.1","53300","A","","","0"
"2012","New Brunswick","2016A000213","Median after-tax income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413211","6.12.1","53900","B","","","0"
"2013","New Brunswick","2016A000213","Median after-tax income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413211","6.12.1","54000","A","","","0"
