"REF_DATE","GEO","DGUID","Income concept","Economic family type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011","Quebec","2016A000224","Median market income","Economic families","2021 constant dollars","429","units","0","v96413292","7.4.2","69700","B","","","0"
"2012","Quebec","2016A000224","Median market income","Economic families","2021 constant dollars","429","units","0","v96413292","7.4.2","73500","A","","","0"
"2013","Quebec","2016A000224","Median market income","Economic families","2021 constant dollars","429","units","0","v96413292","7.4.2","73000","A","","","0"
"2014","Quebec","2016A000224","Median market income","Economic families","2021 constant dollars","429","units","0","v96413292","7.4.2","74700","A","","","0"
"2015","Quebec","2016A000224","Median market income","Economic families","2021 constant dollars","429","units","0","v96413292","7.4.2","75000","A","","","0"
"2016","Quebec","2016A000224","Median market income","Economic families","2021 constant dollars","429","units","0","v96413292","7.4.2","74100","A","","","0"
"2017","Quebec","2016A000224","Median market income","Economic families","2021 constant dollars","429","units","0","v96413292","7.4.2","75200","A","","","0"
"2018","Quebec","2016A000224","Median market income","Economic families","2021 constant dollars","429","units","0","v96413292","7.4.2","77300","A","","","0"
"2019","Quebec","2016A000224","Median market income","Economic families","2021 constant dollars","429","units","0","v96413292","7.4.2","81900","A","","","0"
"2020","Quebec","2016A000224","Median market income","Economic families","2021 constant dollars","429","units","0","v96413292","7.4.2","79100","A","","","0"
"2021","Quebec","2016A000224","Median market income","Economic families","2021 constant dollars","429","units","0","v96413292","7.4.2","84500","A","","","0"
"2006","Quebec","2016A000224","Median market income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413304","7.4.14","21300","C","","","0"
"2007","Quebec","2016A000224","Median market income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413304","7.4.14","22900","C","","","0"
"2008","Quebec","2016A000224","Median market income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413304","7.4.14","22800","D","","","0"
"2009","Quebec","2016A000224","Median market income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413304","7.4.14","22200","D","","","0"
"2010","Quebec","2016A000224","Median market income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413304","7.4.14","23800","C","","","0"
"2011","Quebec","2016A000224","Median market income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413304","7.4.14","23000","C","","","0"
"2012","Quebec","2016A000224","Median market income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413304","7.4.14","25100","C","","","0"
"2013","Quebec","2016A000224","Median market income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413304","7.4.14","22700","C","","","0"
"2014","Quebec","2016A000224","Median market income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413304","7.4.14","26100","C","","","0"
"2015","Quebec","2016A000224","Median market income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413304","7.4.14","23000","C","","","0"
"2016","Quebec","2016A000224","Median market income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413304","7.4.14","24600","C","","","0"
"2017","Quebec","2016A000224","Median market income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413304","7.4.14","24500","C","","","0"
"2018","Quebec","2016A000224","Median market income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413304","7.4.14","24600","C","","","0"
"2019","Quebec","2016A000224","Median market income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413304","7.4.14","23100","C","","","0"
"2020","Quebec","2016A000224","Median market income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413304","7.4.14","22500","C","","","0"
"2021","Quebec","2016A000224","Median market income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413304","7.4.14","27000","C","","","0"
"2006","Quebec","2016A000224","Median government transfers","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413331","7.6.1","7600","C","","","0"
"2007","Quebec","2016A000224","Median government transfers","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413331","7.6.1","8200","B","","","0"
"2008","Quebec","2016A000224","Median government transfers","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413331","7.6.1","8300","B","","","0"
"2009","Quebec","2016A000224","Median government transfers","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413331","7.6.1","8900","B","","","0"
"2010","Quebec","2016A000224","Median government transfers","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413331","7.6.1","8700","B","","","0"
"2011","Quebec","2016A000224","Median government transfers","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413331","7.6.1","8200","B","","","0"
"2012","Quebec","2016A000224","Median government transfers","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413331","7.6.1","8600","B","","","0"
"2013","Quebec","2016A000224","Median government transfers","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413331","7.6.1","9000","B","","","0"
"2014","Quebec","2016A000224","Median government transfers","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413331","7.6.1","9300","C","","","0"
"2015","Quebec","2016A000224","Median government transfers","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413331","7.6.1","9800","B","","","0"
"2016","Quebec","2016A000224","Median government transfers","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413331","7.6.1","10200","B","","","0"
"2017","Quebec","2016A000224","Median government transfers","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413331","7.6.1","10400","B","","","0"
"2018","Quebec","2016A000224","Median government transfers","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413331","7.6.1","10200","B","","","0"
"2019","Quebec","2016A000224","Median government transfers","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413331","7.6.1","10400","B","","","0"
"2020","Quebec","2016A000224","Median government transfers","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413331","7.6.1","17300","A","","","0"
"2021","Quebec","2016A000224","Median government transfers","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413331","7.6.1","14700","A","","","0"
"2006","Quebec","2016A000224","Median government transfers","Economic families","2021 constant dollars","429","units","0","v96413332","7.6.2","8700","B","","","0"
"2007","Quebec","2016A000224","Median government transfers","Economic families","2021 constant dollars","429","units","0","v96413332","7.6.2","9300","B","","","0"
"2008","Quebec","2016A000224","Median government transfers","Economic families","2021 constant dollars","429","units","0","v96413332","7.6.2","9600","B","","","0"
"2009","Quebec","2016A000224","Median government transfers","Economic families","2021 constant dollars","429","units","0","v96413332","7.6.2","10500","B","","","0"
"2010","Quebec","2016A000224","Median government transfers","Economic families","2021 constant dollars","429","units","0","v96413332","7.6.2","10000","C","","","0"
"2011","Quebec","2016A000224","Median government transfers","Economic families","2021 constant dollars","429","units","0","v96413332","7.6.2","9400","C","","","0"
"2012","Quebec","2016A000224","Median government transfers","Economic families","2021 constant dollars","429","units","0","v96413332","7.6.2","10300","B","","","0"
"2013","Quebec","2016A000224","Median government transfers","Economic families","2021 constant dollars","429","units","0","v96413332","7.6.2","10300","B","","","0"
"2014","Quebec","2016A000224","Median government transfers","Economic families","2021 constant dollars","429","units","0","v96413332","7.6.2","11000","B","","","0"
"2015","Quebec","2016A000224","Median government transfers","Economic families","2021 constant dollars","429","units","0","v96413332","7.6.2","11200","B","","","0"
"2016","Quebec","2016A000224","Median government transfers","Economic families","2021 constant dollars","429","units","0","v96413332","7.6.2","12400","B","","","0"
"2017","Quebec","2016A000224","Median government transfers","Economic families","2021 constant dollars","429","units","0","v96413332","7.6.2","12200","B","","","0"
"2018","Quebec","2016A000224","Median government transfers","Economic families","2021 constant dollars","429","units","0","v96413332","7.6.2","12300","B","","","0"
"2019","Quebec","2016A000224","Median government transfers","Economic families","2021 constant dollars","429","units","0","v96413332","7.6.2","12200","C","","","0"
"2020","Quebec","2016A000224","Median government transfers","Economic families","2021 constant dollars","429","units","0","v96413332","7.6.2","22000","A","","","0"
"2021","Quebec","2016A000224","Median government transfers","Economic families","2021 constant dollars","429","units","0","v96413332","7.6.2","17600","A","","","0"
"2006","Quebec","2016A000224","Median government transfers","Persons not in an economic family","2021 constant dollars","429","units","0","v96413344","7.6.14","3100","E","","","0"
"2007","Quebec","2016A000224","Median government transfers","Persons not in an economic family","2021 constant dollars","429","units","0","v96413344","7.6.14","4400","E","","","0"
"2008","Quebec","2016A000224","Median government transfers","Persons not in an economic family","2021 constant dollars","429","units","0","v96413344","7.6.14","","F","","","0"
"2009","Quebec","2016A000224","Median government transfers","Persons not in an economic family","2021 constant dollars","429","units","0","v96413344","7.6.14","","F","","","0"
"2010","Quebec","2016A000224","Median government transfers","Persons not in an economic family","2021 constant dollars","429","units","0","v96413344","7.6.14","5200","E","","","0"
"2011","Quebec","2016A000224","Median government transfers","Persons not in an economic family","2021 constant dollars","429","units","0","v96413344","7.6.14","5600","E","","","0"
"2012","Quebec","2016A000224","Median government transfers","Persons not in an economic family","2021 constant dollars","429","units","0","v96413344","7.6.14","4100","E","","","0"
"2013","Quebec","2016A000224","Median government transfers","Persons not in an economic family","2021 constant dollars","429","units","0","v96413344","7.6.14","5500","E","","","0"
"2014","Quebec","2016A000224","Median government transfers","Persons not in an economic family","2021 constant dollars","429","units","0","v96413344","7.6.14","6300","E","","","0"
"2015","Quebec","2016A000224","Median government transfers","Persons not in an economic family","2021 constant dollars","429","units","0","v96413344","7.6.14","6000","E","","","0"
"2016","Quebec","2016A000224","Median government transfers","Persons not in an economic family","2021 constant dollars","429","units","0","v96413344","7.6.14","4900","E","","","0"
"2017","Quebec","2016A000224","Median government transfers","Persons not in an economic family","2021 constant dollars","429","units","0","v96413344","7.6.14","6700","D","","","0"
"2018","Quebec","2016A000224","Median government transfers","Persons not in an economic family","2021 constant dollars","429","units","0","v96413344","7.6.14","6700","E","","","0"
"2019","Quebec","2016A000224","Median government transfers","Persons not in an economic family","2021 constant dollars","429","units","0","v96413344","7.6.14","7600","D","","","0"
"2020","Quebec","2016A000224","Median government transfers","Persons not in an economic family","2021 constant dollars","429","units","0","v96413344","7.6.14","12800","C","","","0"
"2021","Quebec","2016A000224","Median government transfers","Persons not in an economic family","2021 constant dollars","429","units","0","v96413344","7.6.14","10400","C","","","0"
"2006","Quebec","2016A000224","Median total income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413371","7.8.1","58500","A","","","0"
"2007","Quebec","2016A000224","Median total income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413371","7.8.1","58400","A","","","0"
"2008","Quebec","2016A000224","Median total income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413371","7.8.1","57800","A","","","0"
"2009","Quebec","2016A000224","Median total income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413371","7.8.1","58800","A","","","0"
"2010","Quebec","2016A000224","Median total income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413371","7.8.1","59100","A","","","0"
"2011","Quebec","2016A000224","Median total income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413371","7.8.1","59400","A","","","0"
"2012","Quebec","2016A000224","Median total income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413371","7.8.1","60700","A","","","0"
"2013","Quebec","2016A000224","Median total income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413371","7.8.1","61100","A","","","0"
"2014","Quebec","2016A000224","Median total income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413371","7.8.1","61300","A","","","0"
"2015","Quebec","2016A000224","Median total income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413371","7.8.1","61800","A","","","0"
"2016","Quebec","2016A000224","Median total income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413371","7.8.1","61700","A","","","0"
"2017","Quebec","2016A000224","Median total income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413371","7.8.1","63200","A","","","0"
"2018","Quebec","2016A000224","Median total income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413371","7.8.1","63300","A","","","0"
"2019","Quebec","2016A000224","Median total income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413371","7.8.1","65300","A","","","0"
"2020","Quebec","2016A000224","Median total income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413371","7.8.1","69800","A","","","0"
"2021","Quebec","2016A000224","Median total income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413371","7.8.1","70700","A","","","0"
"2006","Quebec","2016A000224","Median total income","Economic families","2021 constant dollars","429","units","0","v96413372","7.8.2","78700","A","","","0"
"2007","Quebec","2016A000224","Median total income","Economic families","2021 constant dollars","429","units","0","v96413372","7.8.2","80100","A","","","0"
"2008","Quebec","2016A000224","Median total income","Economic families","2021 constant dollars","429","units","0","v96413372","7.8.2","79900","B","","","0"
"2009","Quebec","2016A000224","Median total income","Economic families","2021 constant dollars","429","units","0","v96413372","7.8.2","82200","A","","","0"
"2010","Quebec","2016A000224","Median total income","Economic families","2021 constant dollars","429","units","0","v96413372","7.8.2","80900","A","","","0"
"2011","Quebec","2016A000224","Median total income","Economic families","2021 constant dollars","429","units","0","v96413372","7.8.2","82000","A","","","0"
"2012","Quebec","2016A000224","Median total income","Economic families","2021 constant dollars","429","units","0","v96413372","7.8.2","86200","A","","","0"
"2013","Quebec","2016A000224","Median total income","Economic families","2021 constant dollars","429","units","0","v96413372","7.8.2","86900","A","","","0"
"2014","Quebec","2016A000224","Median total income","Economic families","2021 constant dollars","429","units","0","v96413372","7.8.2","87800","A","","","0"
"2015","Quebec","2016A000224","Median total income","Economic families","2021 constant dollars","429","units","0","v96413372","7.8.2","89400","A","","","0"
"2016","Quebec","2016A000224","Median total income","Economic families","2021 constant dollars","429","units","0","v96413372","7.8.2","89700","A","","","0"
"2017","Quebec","2016A000224","Median total income","Economic families","2021 constant dollars","429","units","0","v96413372","7.8.2","91600","A","","","0"
"2018","Quebec","2016A000224","Median total income","Economic families","2021 constant dollars","429","units","0","v96413372","7.8.2","93700","A","","","0"
"2019","Quebec","2016A000224","Median total income","Economic families","2021 constant dollars","429","units","0","v96413372","7.8.2","96400","A","","","0"
"2020","Quebec","2016A000224","Median total income","Economic families","2021 constant dollars","429","units","0","v96413372","7.8.2","102800","A","","","0"
"2021","Quebec","2016A000224","Median total income","Economic families","2021 constant dollars","429","units","0","v96413372","7.8.2","105100","A","","","0"
"2006","Quebec","2016A000224","Median total income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413384","7.8.14","29100","C","","","0"
"2007","Quebec","2016A000224","Median total income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413384","7.8.14","30700","C","","","0"
"2008","Quebec","2016A000224","Median total income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413384","7.8.14","30400","C","","","0"
"2009","Quebec","2016A000224","Median total income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413384","7.8.14","29800","C","","","0"
"2010","Quebec","2016A000224","Median total income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413384","7.8.14","31300","C","","","0"
"2011","Quebec","2016A000224","Median total income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413384","7.8.14","31800","C","","","0"
"2012","Quebec","2016A000224","Median total income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413384","7.8.14","33400","B","","","0"
"2013","Quebec","2016A000224","Median total income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413384","7.8.14","32200","B","","","0"
"2014","Quebec","2016A000224","Median total income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413384","7.8.14","34200","B","","","0"
"2015","Quebec","2016A000224","Median total income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413384","7.8.14","32600","B","","","0"
"2016","Quebec","2016A000224","Median total income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413384","7.8.14","33100","B","","","0"
"2017","Quebec","2016A000224","Median total income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413384","7.8.14","33600","B","","","0"
"2018","Quebec","2016A000224","Median total income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413384","7.8.14","33000","B","","","0"
"2019","Quebec","2016A000224","Median total income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413384","7.8.14","32400","B","","","0"
"2020","Quebec","2016A000224","Median total income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413384","7.8.14","37200","B","","","0"
"2021","Quebec","2016A000224","Median total income","Persons not in an economic family","2021 constant dollars","429","units","0","v96413384","7.8.14","38300","B","","","0"
"2006","Quebec","2016A000224","Median income tax","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413411","7.10.1","7000","B","","","0"
"2007","Quebec","2016A000224","Median income tax","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413411","7.10.1","6400","B","","","0"
"2008","Quebec","2016A000224","Median income tax","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413411","7.10.1","6200","B","","","0"
"2009","Quebec","2016A000224","Median income tax","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413411","7.10.1","5800","C","","","0"
"2010","Quebec","2016A000224","Median income tax","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413411","7.10.1","6100","C","","","0"
"2011","Quebec","2016A000224","Median income tax","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413411","7.10.1","6600","C","","","0"
"2012","Quebec","2016A000224","Median income tax","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413411","7.10.1","7100","B","","","0"
"2013","Quebec","2016A000224","Median income tax","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413411","7.10.1","6600","B","","","0"
"2014","Quebec","2016A000224","Median income tax","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413411","7.10.1","7100","B","","","0"
"2015","Quebec","2016A000224","Median income tax","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413411","7.10.1","6900","B","","","0"
"2016","Quebec","2016A000224","Median income tax","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413411","7.10.1","6800","B","","","0"
"2017","Quebec","2016A000224","Median income tax","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413411","7.10.1","6500","B","","","0"
"2018","Quebec","2016A000224","Median income tax","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413411","7.10.1","6800","B","","","0"
"2019","Quebec","2016A000224","Median income tax","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413411","7.10.1","7000","B","","","0"
"2020","Quebec","2016A000224","Median income tax","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413411","7.10.1","7600","B","","","0"
"2021","Quebec","2016A000224","Median income tax","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413411","7.10.1","8900","A","","","0"
"2006","Quebec","2016A000224","Median income tax","Economic families","2021 constant dollars","429","units","0","v96413412","7.10.2","10700","B","","","0"
"2007","Quebec","2016A000224","Median income tax","Economic families","2021 constant dollars","429","units","0","v96413412","7.10.2","9800","B","","","0"
"2008","Quebec","2016A000224","Median income tax","Economic families","2021 constant dollars","429","units","0","v96413412","7.10.2","9500","B","","","0"
"2009","Quebec","2016A000224","Median income tax","Economic families","2021 constant dollars","429","units","0","v96413412","7.10.2","9200","B","","","0"
"2010","Quebec","2016A000224","Median income tax","Economic families","2021 constant dollars","429","units","0","v96413412","7.10.2","9200","B","","","0"
"2011","Quebec","2016A000224","Median income tax","Economic families","2021 constant dollars","429","units","0","v96413412","7.10.2","10000","B","","","0"
"2012","Quebec","2016A000224","Median income tax","Economic families","2021 constant dollars","429","units","0","v96413412","7.10.2","11300","B","","","0"
"2013","Quebec","2016A000224","Median income tax","Economic families","2021 constant dollars","429","units","0","v96413412","7.10.2","11200","B","","","0"
"2014","Quebec","2016A000224","Median income tax","Economic families","2021 constant dollars","429","units","0","v96413412","7.10.2","11400","B","","","0"
"2015","Quebec","2016A000224","Median income tax","Economic families","2021 constant dollars","429","units","0","v96413412","7.10.2","11600","B","","","0"
"2016","Quebec","2016A000224","Median income tax","Economic families","2021 constant dollars","429","units","0","v96413412","7.10.2","11800","B","","","0"
"2017","Quebec","2016A000224","Median income tax","Economic families","2021 constant dollars","429","units","0","v96413412","7.10.2","11400","B","","","0"
"2018","Quebec","2016A000224","Median income tax","Economic families","2021 constant dollars","429","units","0","v96413412","7.10.2","11600","B","","","0"
"2019","Quebec","2016A000224","Median income tax","Economic families","2021 constant dollars","429","units","0","v96413412","7.10.2","12300","B","","","0"
"2020","Quebec","2016A000224","Median income tax","Economic families","2021 constant dollars","429","units","0","v96413412","7.10.2","13600","B","","","0"
"2021","Quebec","2016A000224","Median income tax","Economic families","2021 constant dollars","429","units","0","v96413412","7.10.2","14600","B","","","0"
"2006","Quebec","2016A000224","Median income tax","Persons not in an economic family","2021 constant dollars","429","units","0","v96413424","7.10.14","2200","E","","","0"
"2007","Quebec","2016A000224","Median income tax","Persons not in an economic family","2021 constant dollars","429","units","0","v96413424","7.10.14","2400","D","","","0"
"2008","Quebec","2016A000224","Median income tax","Persons not in an economic family","2021 constant dollars","429","units","0","v96413424","7.10.14","2400","E","","","0"
"2009","Quebec","2016A000224","Median income tax","Persons not in an economic family","2021 constant dollars","429","units","0","v96413424","7.10.14","2000","E","","","0"
"2010","Quebec","2016A000224","Median income tax","Persons not in an economic family","2021 constant dollars","429","units","0","v96413424","7.10.14","2200","E","","","0"
"2011","Quebec","2016A000224","Median income tax","Persons not in an economic family","2021 constant dollars","429","units","0","v96413424","7.10.14","2500","D","","","0"
"2012","Quebec","2016A000224","Median income tax","Persons not in an economic family","2021 constant dollars","429","units","0","v96413424","7.10.14","2800","D","","","0"
"2013","Quebec","2016A000224","Median income tax","Persons not in an economic family","2021 constant dollars","429","units","0","v96413424","7.10.14","2200","E","","","0"
"2014","Quebec","2016A000224","Median income tax","Persons not in an economic family","2021 constant dollars","429","units","0","v96413424","7.10.14","3000","D","","","0"
"2015","Quebec","2016A000224","Median income tax","Persons not in an economic family","2021 constant dollars","429","units","0","v96413424","7.10.14","2100","E","","","0"
"2016","Quebec","2016A000224","Median income tax","Persons not in an economic family","2021 constant dollars","429","units","0","v96413424","7.10.14","2600","D","","","0"
"2017","Quebec","2016A000224","Median income tax","Persons not in an economic family","2021 constant dollars","429","units","0","v96413424","7.10.14","2300","D","","","0"
"2018","Quebec","2016A000224","Median income tax","Persons not in an economic family","2021 constant dollars","429","units","0","v96413424","7.10.14","2200","D","","","0"
"2019","Quebec","2016A000224","Median income tax","Persons not in an economic family","2021 constant dollars","429","units","0","v96413424","7.10.14","1700","E","","","0"
"2020","Quebec","2016A000224","Median income tax","Persons not in an economic family","2021 constant dollars","429","units","0","v96413424","7.10.14","3000","D","","","0"
"2021","Quebec","2016A000224","Median income tax","Persons not in an economic family","2021 constant dollars","429","units","0","v96413424","7.10.14","4000","C","","","0"
"2006","Quebec","2016A000224","Median after-tax income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413451","7.12.1","50700","A","","","0"
"2007","Quebec","2016A000224","Median after-tax income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413451","7.12.1","51500","A","","","0"
"2008","Quebec","2016A000224","Median after-tax income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413451","7.12.1","50900","A","","","0"
"2009","Quebec","2016A000224","Median after-tax income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413451","7.12.1","52800","A","","","0"
"2010","Quebec","2016A000224","Median after-tax income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413451","7.12.1","52100","A","","","0"
"2011","Quebec","2016A000224","Median after-tax income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413451","7.12.1","52200","A","","","0"
"2012","Quebec","2016A000224","Median after-tax income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413451","7.12.1","53700","A","","","0"
"2013","Quebec","2016A000224","Median after-tax income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413451","7.12.1","54300","A","","","0"
"2014","Quebec","2016A000224","Median after-tax income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413451","7.12.1","53900","A","","","0"
"2015","Quebec","2016A000224","Median after-tax income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413451","7.12.1","54000","A","","","0"
"2016","Quebec","2016A000224","Median after-tax income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413451","7.12.1","54400","A","","","0"
"2017","Quebec","2016A000224","Median after-tax income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413451","7.12.1","55600","A","","","0"
"2018","Quebec","2016A000224","Median after-tax income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413451","7.12.1","55500","A","","","0"
"2019","Quebec","2016A000224","Median after-tax income","Economic families and persons not in an economic family","2021 constant dollars","429","units","0","v96413451","7.12.1","57200","A","","","0"
